student_id,course_id,term,term_index,midterm_score,assignment_score,final_score,gpa,credits
STU11021,AI301,Spring 2024,1,65.2,67.2,65.8,2.63,4
STU11022,CS101,Fall 2025,4,52.3,47.0,50.7,2.03,3
STU11023,DB401,Spring 2026,5,67.9,61.0,65.8,2.63,4
STU11024,DS201,Fall 2025,4,48.1,54.6,50.1,2.0,4
STU11025,DS201,Fall 2023,0,46.8,52.5,48.5,1.94,3
STU11026,SE501,Fall 2024,2,47.6,48.7,47.9,1.92,4
STU11027,SE501,Spring 2026,5,49.9,47.3,49.1,1.96,4
STU11028,DB401,Spring 2025,3,59.7,58.3,59.3,2.37,3
STU11029,SE501,Spring 2024,1,62.0,59.0,61.1,2.44,3
STU11030,DB401,Spring 2026,5,71.9,81.8,74.9,3.0,4
STU11031,CS101,Fall 2024,2,43.8,53.5,46.7,1.87,4
STU11032,DS201,Spring 2025,3,52.4,56.5,53.6,2.14,4
STU11033,DS201,Fall 2023,0,54.0,54.4,54.1,2.16,3
STU11034,DB401,Fall 2024,2,50.5,44.3,48.6,1.94,3
STU11035,SE501,Fall 2023,0,66.5,65.4,66.2,2.65,3
STU11036,CS101,Spring 2025,3,59.2,59.3,59.2,2.37,3
STU11037,DS201,Fall 2024,2,50.6,47.2,49.6,1.98,4
STU11038,SE501,Spring 2024,1,55.3,62.2,57.4,2.3,3
STU11039,DB401,Fall 2025,4,77.6,86.9,80.4,3.22,3
STU11040,DB401,Fall 2025,4,52.0,51.3,51.8,2.07,3
STU11041,AI301,Spring 2025,3,57.6,62.8,59.2,2.37,3
STU11042,SE501,Fall 2023,0,72.3,73.8,72.7,2.91,3
STU11043,SE501,Fall 2024,2,54.5,50.8,53.4,2.14,4
STU11044,AI301,Spring 2025,3,45.4,51.2,47.1,1.88,4
STU11045,DB401,Fall 2025,4,62.5,70.4,64.9,2.6,4
STU11046,SE501,Spring 2025,3,41.6,44.4,42.4,1.7,4
STU11047,DB401,Fall 2023,0,62.4,60.2,61.7,2.47,3
STU11048,SE501,Fall 2025,4,50.3,54.4,51.5,2.06,4
STU11049,CS101,Fall 2025,4,42.9,41.7,42.5,1.7,3
STU11050,DS201,Fall 2024,2,68.0,72.5,69.3,2.77,3
STU11051,SE501,Spring 2025,3,57.9,65.4,60.2,2.41,4
STU11052,AI301,Spring 2026,5,30.3,30.0,30.2,1.21,4
STU11053,AI301,Spring 2025,3,55.1,58.1,56.0,2.24,3
STU11054,CS101,Fall 2024,2,37.9,36.5,37.5,1.5,4
STU11055,DS201,Fall 2024,2,71.8,77.7,73.6,2.94,3
STU11056,DB401,Fall 2025,4,46.0,46.3,46.1,1.84,3
STU11057,CS101,Spring 2024,1,49.9,57.6,52.2,2.09,3
STU11058,DS201,Spring 2024,1,30.0,42.5,33.7,1.35,3
STU11059,DS201,Fall 2023,0,63.9,60.0,62.7,2.51,4
STU11060,AI301,Fall 2023,0,46.9,48.6,47.4,1.9,4
STU11061,DB401,Fall 2024,2,59.2,65.3,61.0,2.44,4
STU11062,DS201,Spring 2025,3,58.9,58.0,58.6,2.34,3
STU11063,CS101,Spring 2026,5,41.9,45.2,42.9,1.72,3
STU11064,SE501,Spring 2024,1,55.6,53.8,55.1,2.2,3
STU11065,CS101,Fall 2024,2,61.5,53.7,59.1,2.36,4
STU11066,AI301,Spring 2026,5,66.1,69.9,67.2,2.69,4
STU11067,CS101,Fall 2025,4,61.3,65.1,62.4,2.5,3
STU11068,DB401,Spring 2026,5,46.4,42.5,45.2,1.81,4
STU11069,SE501,Fall 2025,4,62.8,61.1,62.3,2.49,4
STU11070,DS201,Spring 2026,5,63.5,62.7,63.3,2.53,4
STU11071,DB401,Spring 2024,1,64.7,68.2,65.7,2.63,4
STU11072,CS101,Spring 2026,5,67.4,72.4,68.9,2.76,3
STU11073,AI301,Fall 2025,4,42.3,45.0,43.1,1.72,3
STU11074,CS101,Spring 2025,3,61.6,56.2,60.0,2.4,4
STU11075,DS201,Spring 2024,1,51.6,50.1,51.1,2.04,4
STU11076,CS101,Spring 2024,1,49.9,49.0,49.6,1.98,4
STU11077,DB401,Fall 2023,0,63.3,61.9,62.9,2.52,3
STU11078,SE501,Fall 2024,2,66.8,71.7,68.3,2.73,3
STU11079,DB401,Spring 2024,1,63.8,70.4,65.8,2.63,4
STU11080,CS101,Fall 2023,0,65.8,70.7,67.3,2.69,3
STU11081,DS201,Spring 2026,5,48.3,55.4,50.4,2.02,4
STU11082,AI301,Fall 2024,2,55.2,55.6,55.3,2.21,4
STU11083,SE501,Fall 2023,0,72.5,70.0,71.7,2.87,3
STU11084,DS201,Fall 2024,2,76.5,70.8,74.8,2.99,4
STU11085,CS101,Fall 2023,0,50.6,49.1,50.1,2.0,4
STU11086,DB401,Spring 2025,3,60.3,56.3,59.1,2.36,4
STU11087,CS101,Spring 2026,5,47.5,56.8,50.3,2.01,3
STU11088,CS101,Spring 2025,3,70.0,74.3,71.3,2.85,3
STU11089,AI301,Fall 2024,2,45.5,41.0,44.2,1.77,3
STU11090,CS101,Spring 2024,1,46.5,45.6,46.2,1.85,3
STU11091,SE501,Fall 2025,4,51.9,49.2,51.1,2.04,3
STU11092,DS201,Spring 2024,1,60.9,57.8,60.0,2.4,3
STU11093,DS201,Fall 2024,2,34.9,33.1,34.4,1.38,3
STU11094,AI301,Fall 2025,4,49.8,48.2,49.3,1.97,4
STU11095,AI301,Fall 2025,4,55.8,53.7,55.2,2.21,4
STU11096,DB401,Fall 2023,0,49.2,49.5,49.3,1.97,4
STU11097,SE501,Spring 2024,1,67.6,66.1,67.1,2.68,3
STU11098,AI301,Fall 2024,2,69.7,75.5,71.4,2.86,4
STU11099,AI301,Spring 2024,1,53.3,53.5,53.4,2.14,3
STU11100,CS101,Fall 2023,0,63.5,63.5,63.5,2.54,3
STU11101,AI301,Fall 2023,0,59.6,57.4,58.9,2.36,4
STU11102,DS201,Spring 2024,1,63.2,62.6,63.0,2.52,3
STU11103,AI301,Fall 2023,0,62.4,56.1,60.5,2.42,4
STU11104,AI301,Spring 2025,3,53.0,51.7,52.6,2.1,3
STU11105,CS101,Spring 2026,5,60.2,66.3,62.0,2.48,4
STU11106,AI301,Fall 2025,4,57.0,53.4,55.9,2.24,3
STU11107,SE501,Spring 2026,5,59.0,60.7,59.5,2.38,4
STU11108,AI301,Fall 2025,4,57.4,63.5,59.2,2.37,4
STU11109,SE501,Fall 2025,4,59.9,61.3,60.3,2.41,3
STU11110,AI301,Fall 2025,4,45.2,43.6,44.7,1.79,3
STU11111,DS201,Spring 2025,3,42.7,45.9,43.7,1.75,3
STU11112,SE501,Spring 2026,5,62.1,62.0,62.1,2.48,3
STU11113,SE501,Spring 2024,1,52.1,56.5,53.4,2.14,3
STU11114,DS201,Spring 2026,5,66.8,68.4,67.3,2.69,4
STU11115,CS101,Spring 2024,1,43.4,35.4,41.0,1.64,3
STU11116,CS101,Fall 2024,2,60.3,57.6,59.5,2.38,3
STU11117,DS201,Fall 2025,4,39.3,40.5,39.7,1.59,3
STU11118,AI301,Fall 2025,4,42.2,47.5,43.8,1.75,3
STU11119,AI301,Fall 2025,4,51.4,55.4,52.6,2.1,4
STU11120,DB401,Spring 2026,5,47.1,51.7,48.5,1.94,3
STU11121,DS201,Spring 2025,3,54.2,53.4,54.0,2.16,3
STU11122,DS201,Spring 2024,1,63.3,60.1,62.3,2.49,3
STU11123,DB401,Fall 2025,4,35.3,32.4,34.4,1.38,4
STU11124,SE501,Fall 2023,0,66.5,63.0,65.5,2.62,3
STU11125,CS101,Spring 2026,5,50.1,61.1,53.4,2.14,4
STU11126,DS201,Fall 2023,0,52.9,62.1,55.7,2.23,3
STU11127,DS201,Fall 2024,2,73.1,67.1,71.3,2.85,4
STU11128,DB401,Spring 2024,1,52.8,54.8,53.4,2.14,3
STU11129,CS101,Fall 2023,0,61.0,60.4,60.8,2.43,4
STU11130,DB401,Spring 2026,5,57.1,55.6,56.6,2.26,4
STU11131,DB401,Fall 2024,2,44.0,47.1,44.9,1.8,4
STU11132,DS201,Fall 2023,0,36.0,33.5,35.3,1.41,3
STU11133,AI301,Spring 2024,1,57.1,54.8,56.4,2.26,4
STU11134,SE501,Fall 2023,0,36.4,38.9,37.2,1.49,4
STU11135,DS201,Fall 2024,2,44.6,51.3,46.6,1.86,4
STU11136,DS201,Fall 2023,0,49.5,59.8,52.6,2.1,4
STU11137,CS101,Spring 2026,5,74.0,76.7,74.8,2.99,3
STU11138,SE501,Fall 2024,2,71.8,67.5,70.5,2.82,4
STU11139,CS101,Fall 2024,2,53.7,57.4,54.8,2.19,4
STU11140,CS101,Fall 2025,4,58.8,57.0,58.3,2.33,4
STU11141,DS201,Fall 2025,4,57.9,58.0,57.9,2.32,3
STU11142,SE501,Spring 2025,3,50.5,58.4,52.9,2.12,4
STU11143,SE501,Spring 2024,1,48.3,55.4,50.4,2.02,3
STU11144,DB401,Spring 2025,3,57.3,61.9,58.7,2.35,4
STU11145,DS201,Fall 2024,2,48.6,57.0,51.1,2.04,3
STU11146,SE501,Fall 2023,0,37.8,30.0,35.5,1.42,4
STU11147,AI301,Fall 2024,2,56.8,53.4,55.8,2.23,3
STU11148,DS201,Fall 2025,4,59.7,63.1,60.7,2.43,4
STU11149,SE501,Fall 2025,4,52.0,51.9,52.0,2.08,4
STU11150,DB401,Fall 2023,0,42.6,48.4,44.3,1.77,4
STU11151,CS101,Spring 2024,1,74.3,68.4,72.5,2.9,3
STU11152,DB401,Spring 2026,5,63.6,69.7,65.4,2.62,4
STU11153,SE501,Spring 2024,1,50.4,53.2,51.2,2.05,3
STU11154,CS101,Spring 2025,3,53.4,54.1,53.6,2.14,3
STU11155,DB401,Fall 2025,4,52.0,43.9,49.6,1.98,4
STU11156,CS101,Spring 2024,1,67.7,78.9,71.1,2.84,4
STU11157,DB401,Spring 2025,3,79.1,73.3,77.4,3.1,4
STU11158,SE501,Fall 2024,2,74.2,67.4,72.2,2.89,4
STU11159,AI301,Fall 2025,4,57.2,60.5,58.2,2.33,3
STU11160,CS101,Spring 2025,3,53.3,59.0,55.0,2.2,3
STU11161,DS201,Fall 2024,2,38.9,38.4,38.8,1.55,3
STU11162,DS201,Spring 2024,1,61.2,57.1,60.0,2.4,4
STU11163,AI301,Fall 2024,2,46.6,44.4,46.0,1.84,3
STU11164,AI301,Spring 2025,3,54.6,56.8,55.2,2.21,4
STU11165,DS201,Spring 2026,5,55.2,52.4,54.4,2.18,3
STU11166,DB401,Spring 2026,5,60.2,66.4,62.0,2.48,3
STU11167,CS101,Fall 2023,0,63.0,59.1,61.8,2.47,4
STU11168,CS101,Spring 2026,5,54.0,46.2,51.7,2.07,3
STU11169,CS101,Fall 2024,2,51.8,59.8,54.2,2.17,3
STU11170,SE501,Spring 2025,3,41.3,37.9,40.3,1.61,4
STU11171,DB401,Spring 2025,3,51.6,54.2,52.4,2.1,4
STU11172,DS201,Fall 2024,2,49.2,52.0,50.0,2.0,4
STU11173,SE501,Spring 2026,5,51.2,47.9,50.2,2.01,3
STU11174,DB401,Spring 2026,5,63.4,66.6,64.4,2.58,4
STU11175,AI301,Fall 2023,0,47.9,45.8,47.3,1.89,4
STU11176,AI301,Fall 2025,4,49.1,45.7,48.1,1.92,4
STU11177,SE501,Spring 2024,1,48.0,47.8,48.0,1.92,4
STU11178,CS101,Spring 2026,5,52.8,61.6,55.4,2.22,3
STU11179,DS201,Fall 2025,4,51.2,52.8,51.7,2.07,3
STU11180,DS201,Spring 2024,1,59.5,64.2,60.9,2.44,4
STU11181,AI301,Spring 2025,3,45.7,46.1,45.8,1.83,3
STU11182,DB401,Spring 2024,1,57.1,54.5,56.3,2.25,4
STU11183,AI301,Fall 2024,2,58.5,60.3,59.0,2.36,3
STU11184,DS201,Fall 2024,2,43.2,42.5,43.0,1.72,4
STU11185,DS201,Spring 2025,3,46.1,43.9,45.4,1.82,3
STU11186,DB401,Spring 2024,1,39.7,43.6,40.9,1.64,4
STU11187,SE501,Fall 2023,0,43.2,45.4,43.8,1.75,3
STU11188,AI301,Fall 2024,2,38.3,35.2,37.4,1.5,4
STU11189,SE501,Fall 2024,2,48.4,52.9,49.7,1.99,4
STU11190,DS201,Spring 2025,3,59.2,59.1,59.2,2.37,3
STU11191,CS101,Spring 2024,1,58.4,62.7,59.7,2.39,4
STU11192,DS201,Fall 2023,0,69.7,66.4,68.7,2.75,4
STU11193,DB401,Spring 2024,1,46.0,41.6,44.7,1.79,4
STU11194,AI301,Fall 2024,2,80.4,78.1,79.7,3.19,3
STU11195,SE501,Fall 2025,4,66.3,66.4,66.3,2.65,3
STU11196,DS201,Spring 2026,5,52.2,51.2,51.9,2.08,4
STU11197,DS201,Spring 2025,3,37.5,43.9,39.4,1.58,4
STU11198,DS201,Fall 2023,0,42.5,38.5,41.3,1.65,4
STU11199,AI301,Spring 2026,5,87.2,77.3,84.2,3.37,4
STU11200,CS101,Spring 2024,1,39.4,39.3,39.4,1.58,3
STU11201,AI301,Fall 2024,2,64.6,67.1,65.4,2.62,3
STU11202,AI301,Fall 2025,4,61.1,59.4,60.6,2.42,4
STU11203,DB401,Spring 2026,5,49.1,50.2,49.4,1.98,3
STU11204,AI301,Spring 2025,3,45.4,41.6,44.3,1.77,4
STU11205,DS201,Fall 2023,0,58.3,53.6,56.9,2.28,4
STU11206,CS101,Spring 2024,1,77.8,80.6,78.6,3.14,4
STU11207,SE501,Fall 2023,0,53.2,56.3,54.1,2.16,3
STU11208,AI301,Spring 2025,3,68.9,71.8,69.8,2.79,3
STU11209,SE501,Spring 2024,1,74.9,77.7,75.7,3.03,4
STU11210,DB401,Fall 2024,2,45.6,47.7,46.2,1.85,3
STU11211,CS101,Fall 2024,2,64.3,63.6,64.1,2.56,4
STU11212,DB401,Fall 2025,4,50.7,54.2,51.7,2.07,3
STU11213,SE501,Spring 2024,1,55.1,51.0,53.9,2.16,4
STU11214,CS101,Spring 2026,5,56.4,62.6,58.3,2.33,3
STU11215,CS101,Fall 2023,0,56.8,61.3,58.2,2.33,4
STU11216,AI301,Fall 2025,4,44.6,37.2,42.4,1.7,4
STU11217,AI301,Spring 2024,1,68.6,72.7,69.8,2.79,4
STU11218,DS201,Spring 2026,5,46.0,50.1,47.2,1.89,3
STU11219,AI301,Spring 2024,1,70.7,82.7,74.3,2.97,3
STU11220,AI301,Fall 2024,2,75.9,70.7,74.3,2.97,4
STU11221,AI301,Spring 2024,1,53.1,46.5,51.1,2.04,3
STU11222,DB401,Spring 2024,1,53.7,58.8,55.2,2.21,3
STU11223,SE501,Fall 2024,2,43.7,46.0,44.4,1.78,4
STU11224,SE501,Fall 2025,4,54.9,48.2,52.9,2.12,4
STU11225,SE501,Spring 2026,5,53.6,63.8,56.7,2.27,4
STU11226,SE501,Spring 2026,5,62.6,60.8,62.1,2.48,4
STU11227,CS101,Fall 2025,4,52.2,50.2,51.6,2.06,3
STU11228,DS201,Spring 2026,5,49.2,53.1,50.4,2.02,4
STU11229,DS201,Spring 2024,1,60.2,71.5,63.6,2.54,3
STU11230,DB401,Spring 2025,3,47.3,44.9,46.6,1.86,4
STU11231,SE501,Fall 2024,2,42.0,45.0,42.9,1.72,4
STU11232,DS201,Fall 2025,4,65.6,60.7,64.1,2.56,3
STU11233,DS201,Spring 2025,3,67.7,67.5,67.6,2.7,3
STU11234,DB401,Fall 2024,2,46.5,55.2,49.1,1.96,3
STU11235,SE501,Spring 2024,1,64.5,71.9,66.7,2.67,4
STU11236,AI301,Fall 2024,2,53.8,51.6,53.1,2.12,3
STU11237,CS101,Spring 2025,3,45.6,50.1,46.9,1.88,4
STU11238,SE501,Spring 2026,5,59.0,59.8,59.2,2.37,4
STU11239,DB401,Fall 2024,2,47.5,47.1,47.4,1.9,3
STU11240,CS101,Fall 2023,0,48.6,39.7,45.9,1.84,4
STU11241,CS101,Spring 2024,1,43.6,41.5,43.0,1.72,4
STU11242,DS201,Spring 2026,5,36.5,31.3,35.0,1.4,3
STU11243,DS201,Fall 2024,2,52.5,54.0,52.9,2.12,4
STU11244,AI301,Spring 2025,3,66.7,62.7,65.5,2.62,4
STU11245,CS101,Fall 2023,0,48.5,37.3,45.1,1.8,4
STU11246,DB401,Spring 2024,1,62.5,64.2,63.0,2.52,4
STU11247,DS201,Spring 2026,5,41.5,44.4,42.4,1.7,4
STU11248,AI301,Fall 2023,0,30.2,30.0,30.1,1.2,3
STU11249,DB401,Spring 2026,5,38.4,30.0,35.9,1.44,4
STU11250,DS201,Spring 2026,5,73.0,71.4,72.5,2.9,4
STU11251,AI301,Spring 2026,5,80.8,76.5,79.5,3.18,4
STU11252,SE501,Fall 2023,0,76.2,69.1,74.1,2.96,3
STU11253,CS101,Fall 2025,4,48.9,48.0,48.6,1.94,4
STU11254,AI301,Fall 2025,4,59.3,57.4,58.7,2.35,3
STU11255,DS201,Fall 2025,4,50.4,46.5,49.2,1.97,4
STU11256,CS101,Spring 2024,1,48.8,50.3,49.2,1.97,3
STU11257,AI301,Spring 2024,1,65.0,65.5,65.1,2.6,4
STU11258,DB401,Spring 2026,5,46.8,44.7,46.2,1.85,3
STU11259,AI301,Spring 2025,3,61.1,62.2,61.4,2.46,3
STU11260,DB401,Fall 2024,2,48.9,48.5,48.8,1.95,4
STU11261,DB401,Fall 2024,2,70.2,65.6,68.8,2.75,4
STU11262,AI301,Fall 2023,0,39.1,39.5,39.2,1.57,4
STU11263,DB401,Spring 2026,5,76.5,79.5,77.4,3.1,4
STU11264,AI301,Spring 2025,3,47.1,46.0,46.8,1.87,3
STU11265,AI301,Fall 2025,4,40.9,53.3,44.6,1.78,4
STU11266,SE501,Fall 2024,2,59.1,58.9,59.0,2.36,4
STU11267,SE501,Spring 2024,1,49.6,51.7,50.2,2.01,4
STU11268,SE501,Fall 2025,4,57.2,58.2,57.5,2.3,4
STU11269,CS101,Fall 2024,2,68.5,71.6,69.4,2.78,3
STU11270,DS201,Spring 2024,1,31.8,34.7,32.7,1.31,3
STU11271,DB401,Spring 2024,1,52.4,49.5,51.5,2.06,3
STU11272,CS101,Fall 2025,4,53.4,54.7,53.8,2.15,4
STU11273,DB401,Fall 2025,4,66.0,64.6,65.6,2.62,3
STU11274,AI301,Spring 2024,1,68.1,65.3,67.3,2.69,4
STU11275,DS201,Spring 2025,3,58.3,57.4,58.0,2.32,4
STU11276,AI301,Spring 2026,5,64.0,63.0,63.7,2.55,3
STU11277,CS101,Spring 2024,1,65.2,71.7,67.1,2.68,3
STU11278,CS101,Spring 2024,1,68.2,64.1,67.0,2.68,4
STU11279,DB401,Spring 2024,1,63.9,65.1,64.3,2.57,3
STU11280,AI301,Fall 2025,4,52.4,53.6,52.8,2.11,4
STU11281,SE501,Spring 2026,5,47.3,46.1,46.9,1.88,3
STU11282,SE501,Fall 2025,4,54.3,60.0,56.0,2.24,3
STU11283,DS201,Spring 2026,5,50.4,53.0,51.2,2.05,4
STU11284,CS101,Spring 2024,1,55.0,47.0,52.6,2.1,3
STU11285,SE501,Spring 2024,1,62.0,69.4,64.2,2.57,3
STU11286,DB401,Fall 2023,0,48.2,60.1,51.8,2.07,4
STU11287,DS201,Spring 2025,3,52.3,62.3,55.3,2.21,3
STU11288,SE501,Spring 2024,1,62.6,65.0,63.3,2.53,3
STU11289,AI301,Spring 2024,1,44.4,38.9,42.7,1.71,3
STU11290,SE501,Fall 2023,0,47.4,48.2,47.6,1.9,4
STU11291,DB401,Fall 2025,4,47.2,40.8,45.3,1.81,3
STU11292,SE501,Spring 2026,5,60.3,65.4,61.8,2.47,4
STU11293,DS201,Fall 2024,2,60.6,63.4,61.4,2.46,4
STU11294,SE501,Fall 2023,0,67.5,78.6,70.8,2.83,4
STU11295,CS101,Fall 2025,4,44.3,48.5,45.5,1.82,4
STU11296,DB401,Fall 2025,4,57.4,53.2,56.1,2.24,3
STU11297,CS101,Spring 2026,5,63.2,70.0,65.3,2.61,4
STU11298,AI301,Fall 2023,0,59.2,58.9,59.1,2.36,4
STU11299,CS101,Spring 2025,3,40.8,40.1,40.6,1.62,3
STU11300,AI301,Fall 2025,4,48.8,50.4,49.3,1.97,3
STU11301,CS101,Fall 2024,2,50.3,47.9,49.6,1.98,4
STU11302,DS201,Spring 2026,5,48.6,45.7,47.7,1.91,4
STU11303,DS201,Spring 2025,3,53.6,65.8,57.3,2.29,4
STU11304,DS201,Fall 2023,0,56.0,62.2,57.9,2.32,4
STU11305,AI301,Fall 2025,4,70.1,73.3,71.1,2.84,4
STU11306,SE501,Fall 2025,4,73.5,73.9,73.6,2.94,4
STU11307,AI301,Spring 2024,1,59.4,52.3,57.3,2.29,4
STU11308,DS201,Spring 2025,3,64.9,70.1,66.5,2.66,4
STU11309,DB401,Fall 2024,2,47.9,45.4,47.2,1.89,4
STU11310,DS201,Fall 2025,4,58.6,57.4,58.2,2.33,4
STU11311,CS101,Fall 2024,2,58.6,63.2,60.0,2.4,4
STU11312,CS101,Fall 2024,2,58.4,50.6,56.1,2.24,3
STU11313,CS101,Spring 2024,1,50.5,49.8,50.3,2.01,3
STU11314,DS201,Fall 2024,2,63.7,64.8,64.0,2.56,3
STU11315,SE501,Fall 2024,2,45.2,48.9,46.3,1.85,3
STU11316,CS101,Spring 2024,1,61.2,59.0,60.6,2.42,3
STU11317,DB401,Spring 2025,3,49.0,41.3,46.7,1.87,3
STU11318,DS201,Spring 2025,3,36.1,37.1,36.4,1.46,4
STU11319,AI301,Spring 2025,3,58.4,54.1,57.1,2.28,4
STU11320,AI301,Fall 2023,0,59.2,61.9,60.0,2.4,4
STU11321,AI301,Fall 2023,0,72.2,77.7,73.9,2.96,4
STU11322,AI301,Spring 2026,5,59.3,60.2,59.6,2.38,4
STU11323,DS201,Spring 2024,1,61.9,55.7,60.0,2.4,4
STU11324,CS101,Fall 2024,2,69.8,70.9,70.1,2.8,3
STU11325,DS201,Fall 2023,0,53.0,54.1,53.3,2.13,3
STU11326,DB401,Spring 2025,3,41.8,38.2,40.7,1.63,3
STU11327,DB401,Fall 2024,2,67.8,74.5,69.8,2.79,3
STU11328,AI301,Fall 2025,4,52.0,53.0,52.3,2.09,3
STU11329,DS201,Spring 2025,3,47.8,48.8,48.1,1.92,3
STU11330,AI301,Spring 2025,3,52.6,52.8,52.7,2.11,4
STU11331,DB401,Spring 2026,5,45.7,54.4,48.3,1.93,3
STU11332,CS101,Fall 2024,2,55.6,63.3,57.9,2.32,3
STU11333,DS201,Spring 2025,3,45.6,44.0,45.1,1.8,3
STU11334,AI301,Spring 2024,1,66.7,71.4,68.1,2.72,4
STU11335,AI301,Fall 2024,2,58.1,57.9,58.0,2.32,4
STU11336,CS101,Fall 2024,2,62.8,66.4,63.9,2.56,4
STU11337,DS201,Spring 2026,5,42.2,38.7,41.1,1.64,4
STU11338,SE501,Fall 2023,0,67.4,66.5,67.1,2.68,3
STU11339,SE501,Fall 2025,4,51.2,43.2,48.8,1.95,4
STU11340,SE501,Fall 2024,2,61.0,60.9,61.0,2.44,4
STU11341,AI301,Spring 2026,5,46.4,42.1,45.1,1.8,4
STU11342,AI301,Spring 2025,3,72.2,65.6,70.2,2.81,4
STU11343,DS201,Spring 2025,3,58.3,58.8,58.4,2.34,4
STU11344,DS201,Fall 2025,4,64.3,59.0,62.7,2.51,3
STU11345,DS201,Fall 2023,0,47.3,44.0,46.3,1.85,3
STU11346,SE501,Fall 2024,2,73.3,82.9,76.2,3.05,4
STU11347,DB401,Fall 2023,0,45.5,40.6,44.0,1.76,4
STU11348,CS101,Fall 2023,0,52.2,50.7,51.7,2.07,3
STU11349,CS101,Spring 2026,5,50.9,45.7,49.3,1.97,3
STU11350,SE501,Spring 2025,3,55.2,62.2,57.3,2.29,3
STU11351,DB401,Spring 2024,1,62.1,63.2,62.4,2.5,4
STU11352,AI301,Fall 2023,0,50.6,56.3,52.3,2.09,3
STU11353,SE501,Spring 2026,5,67.4,69.5,68.0,2.72,3
STU11354,CS101,Fall 2024,2,70.1,71.2,70.4,2.82,3
STU11355,DB401,Fall 2023,0,38.8,41.7,39.7,1.59,4
STU11356,AI301,Spring 2026,5,51.4,42.5,48.7,1.95,4
STU11357,DS201,Spring 2025,3,66.6,60.9,64.9,2.6,4
STU11358,CS101,Spring 2026,5,59.9,62.4,60.7,2.43,4
STU11359,DB401,Spring 2026,5,41.4,43.0,41.9,1.68,4
STU11360,CS101,Fall 2023,0,59.3,53.8,57.6,2.3,3
STU11361,SE501,Fall 2025,4,61.9,62.4,62.1,2.48,4
STU11362,SE501,Fall 2023,0,80.6,79.3,80.2,3.21,4
STU11363,AI301,Spring 2025,3,68.6,73.7,70.1,2.8,4
STU11364,SE501,Spring 2024,1,67.0,68.2,67.3,2.69,4
STU11365,DS201,Fall 2023,0,56.5,58.3,57.0,2.28,4
STU11366,DB401,Spring 2024,1,28.6,30.0,29.0,1.16,3
STU11367,SE501,Fall 2025,4,71.3,69.6,70.8,2.83,3
STU11368,CS101,Spring 2026,5,46.1,41.9,44.8,1.79,3
STU11369,AI301,Spring 2024,1,51.9,52.0,51.9,2.08,4
STU11370,DB401,Fall 2023,0,60.0,59.9,60.0,2.4,4
STU11371,AI301,Fall 2023,0,61.4,64.9,62.5,2.5,3
STU11372,SE501,Fall 2023,0,63.0,69.2,64.9,2.6,3
STU11373,DS201,Fall 2024,2,68.2,67.9,68.1,2.72,3
STU11374,CS101,Spring 2025,3,38.4,30.0,35.9,1.44,3
STU11375,DS201,Fall 2023,0,58.4,65.1,60.4,2.42,3
STU11376,SE501,Spring 2024,1,73.1,76.4,74.1,2.96,3
STU11377,SE501,Spring 2024,1,59.4,55.1,58.1,2.32,4
STU11378,DB401,Fall 2025,4,47.2,68.2,53.5,2.14,3
STU11379,CS101,Spring 2024,1,61.0,61.4,61.1,2.44,3
STU11380,SE501,Spring 2026,5,56.7,53.6,55.8,2.23,3
STU11381,SE501,Spring 2024,1,49.4,47.3,48.8,1.95,4
STU11382,DS201,Spring 2024,1,63.5,68.5,65.0,2.6,4
STU11383,DS201,Fall 2024,2,51.0,48.0,50.1,2.0,3
STU11384,DS201,Fall 2023,0,48.1,40.7,45.9,1.84,4
STU11385,CS101,Fall 2025,4,52.6,58.9,54.5,2.18,3
STU11386,CS101,Spring 2025,3,50.0,49.9,50.0,2.0,4
STU11387,DS201,Fall 2024,2,39.7,37.2,38.9,1.56,4
STU11388,AI301,Fall 2025,4,62.9,67.4,64.3,2.57,3
STU11389,DS201,Spring 2025,3,61.7,62.4,61.9,2.48,3
STU11390,CS101,Spring 2025,3,62.6,61.0,62.1,2.48,3
STU11391,CS101,Fall 2025,4,37.2,35.9,36.8,1.47,3
STU11392,AI301,Spring 2026,5,48.8,50.7,49.4,1.98,4
STU11393,CS101,Fall 2025,4,48.9,54.6,50.6,2.02,3
STU11394,AI301,Fall 2023,0,64.0,66.2,64.7,2.59,4
STU11395,SE501,Spring 2025,3,57.7,66.6,60.4,2.42,4
STU11396,AI301,Fall 2023,0,36.8,30.0,34.8,1.39,3
STU11397,DS201,Fall 2023,0,54.1,49.6,52.8,2.11,3
STU11398,CS101,Spring 2025,3,64.5,55.5,61.8,2.47,4
STU11399,DB401,Spring 2026,5,64.3,62.1,63.6,2.54,4
STU11400,SE501,Spring 2026,5,83.5,91.9,86.0,3.44,4
STU11401,DS201,Spring 2025,3,34.3,37.4,35.2,1.41,3
STU11402,DB401,Fall 2025,4,54.9,58.9,56.1,2.24,4
STU11403,SE501,Fall 2024,2,51.1,52.7,51.6,2.06,3
STU11404,CS101,Fall 2025,4,60.0,56.7,59.0,2.36,4
STU11405,SE501,Fall 2025,4,55.0,62.4,57.2,2.29,3
STU11406,CS101,Spring 2025,3,51.5,48.8,50.7,2.03,3
STU11407,AI301,Spring 2025,3,72.1,71.2,71.8,2.87,4
