student_id,total_classes,classes_attended,attendance_rate,tardy_count
STU10929,45,26,58.7,2
STU10930,50,31,61.3,5
STU10931,45,31,69.4,1
STU10932,40,20,50.7,1
STU10933,40,31,78.2,4
STU10934,50,34,67.5,2
STU10935,45,26,57.9,4
STU10936,40,26,64.0,1
STU10937,45,35,77.7,3
STU10938,50,24,48.3,4
STU10939,40,20,50.9,4
STU10940,40,26,65.4,0
STU10941,50,33,65.2,4
STU10942,40,31,78.0,4
STU10943,40,28,68.8,5
STU10944,40,28,68.9,3
STU10945,50,30,60.0,5
STU10946,40,27,68.4,2
STU10947,45,27,60.7,3
STU10948,40,31,76.4,4
STU10949,40,30,74.0,4
STU10950,40,22,54.5,0
STU10951,50,30,59.6,3
STU10952,45,27,59.6,4
STU10953,50,30,60.3,4
STU10954,50,40,80.0,3
STU10955,40,30,73.9,4
STU10956,50,37,73.7,2
STU10957,40,29,71.4,2
STU10958,45,31,69.7,6
STU10959,45,31,69.7,0
STU10960,45,37,82.4,2
STU10961,40,24,61.1,5
STU10962,50,44,88.2,1
STU10963,45,39,86.4,8
STU10964,50,21,42.7,3
STU10965,45,43,95.6,2
STU10966,40,17,42.3,4
STU10967,40,25,63.6,0
STU10968,40,24,60.9,1
STU10969,45,19,42.9,4
STU10970,50,33,66.5,2
STU10971,40,28,69.1,7
STU10972,50,21,42.8,2
STU10973,50,31,61.5,3
STU10974,45,24,52.6,3
STU10975,50,29,58.0,6
STU10976,40,19,47.7,1
STU10977,40,26,64.1,3
STU10978,50,36,71.6,4
STU10979,40,25,63.5,6
STU10980,45,33,74.3,5
STU10981,40,23,57.3,2
STU10982,50,38,75.9,3
STU10983,50,20,40.6,2
STU10984,50,32,64.9,2
STU10985,50,36,71.4,7
STU10986,45,36,79.2,5
STU10987,50,39,78.6,1
STU10988,40,23,56.9,1
STU10989,45,28,63.0,2
STU10990,40,26,63.8,3
STU10991,50,36,71.0,1
STU10992,45,33,72.9,1
STU10993,45,28,63.2,3
STU10994,40,38,94.4,4
STU10995,40,22,54.6,3
STU10996,50,30,59.6,2
STU10997,45,29,63.6,4
STU10998,50,31,61.5,2
STU10999,45,30,67.7,3
STU11000,40,38,95.2,1
STU11001,50,20,39.9,2
STU11002,45,22,48.9,2
STU11003,40,30,74.2,6
STU11004,40,25,62.0,1
STU11005,50,31,62.3,4
STU11006,50,40,80.8,4
STU11007,45,25,56.2,3
STU11008,50,32,64.8,3
STU11009,40,23,57.7,0
STU11010,50,38,75.6,2
STU11011,50,25,49.8,3
STU11012,45,26,57.5,2
STU11013,45,32,70.3,2
STU11014,40,31,77.3,3
STU11015,40,26,65.5,1
STU11016,50,36,71.3,0
STU11017,45,30,67.1,4
STU11018,45,31,69.7,3
STU11019,40,28,69.7,1
STU11020,45,30,67.4,2
STU11021,50,38,76.7,4
STU11022,45,30,66.8,3
STU11023,40,33,82.8,3
STU11024,45,27,58.9,3
STU11025,45,25,55.0,4
STU11026,40,27,67.5,2
STU11027,50,35,70.3,4
STU11028,50,28,55.6,1
STU11029,40,27,68.7,5
STU11030,45,31,69.3,4
STU11031,45,30,66.8,2
STU11032,40,23,57.2,4
STU11033,50,33,65.5,1
STU11034,50,34,67.1,4
STU11035,50,38,76.4,1
STU11036,50,43,86.2,2
STU11037,50,32,64.8,5
STU11038,50,42,84.3,6
STU11039,50,46,91.7,2
STU11040,40,24,59.7,4
STU11041,45,38,84.9,5
STU11042,50,36,72.3,4
STU11043,45,28,63.1,4
STU11044,40,24,59.0,1
STU11045,40,30,73.8,2
STU11046,45,25,55.9,1
STU11047,40,32,80.2,1
STU11048,40,29,73.1,5
STU11049,40,18,44.7,4
STU11050,45,41,90.5,2
STU11051,50,38,76.4,4
STU11052,45,30,66.6,6
STU11053,50,36,72.1,2
STU11054,45,27,60.3,7
STU11055,50,37,73.4,3
STU11056,40,24,60.8,1
STU11057,40,27,67.1,1
STU11058,45,23,50.9,3
STU11059,50,37,73.8,4
STU11060,40,23,56.5,6
STU11061,40,29,72.0,6
STU11062,45,29,65.5,5
STU11063,45,29,65.5,1
STU11064,40,32,79.4,6
STU11065,45,30,67.4,1
STU11066,40,37,91.6,2
STU11067,40,28,69.2,1
STU11068,40,15,37.7,1
STU11069,45,33,72.9,3
STU11070,45,22,48.9,3
STU11071,50,31,61.2,1
STU11072,50,30,60.9,3
STU11073,40,24,60.2,4
STU11074,45,36,81.1,1
STU11075,50,40,80.6,4
STU11076,50,33,65.6,5
STU11077,40,33,81.7,3
STU11078,40,37,91.3,1
STU11079,45,29,64.5,3
STU11080,50,33,66.2,2
STU11081,40,21,51.5,4
STU11082,50,32,63.3,7
STU11083,45,42,94.0,2
STU11084,45,39,87.2,1
STU11085,50,32,64.8,2
STU11086,45,33,73.6,4
STU11087,40,32,79.0,2
STU11088,45,39,86.9,1
STU11089,45,33,73.0,5
STU11090,40,19,47.0,3
STU11091,45,29,64.8,4
STU11092,50,29,58.9,2
STU11093,40,16,39.1,2
STU11094,40,31,77.3,5
STU11095,50,26,51.9,2
STU11096,50,34,68.9,1
STU11097,40,23,57.4,4
STU11098,50,30,59.3,1
STU11099,40,34,85.6,1
STU11100,40,27,67.2,3
STU11101,40,30,75.5,6
STU11102,40,20,50.9,3
STU11103,40,26,64.4,2
STU11104,40,19,47.3,4
STU11105,40,29,72.6,3
STU11106,50,36,72.0,4
STU11107,50,32,64.8,3
STU11108,50,33,66.4,3
STU11109,40,32,80.4,5
STU11110,50,22,44.1,1
STU11111,45,21,46.2,1
STU11112,50,41,81.3,3
STU11113,50,31,62.9,4
STU11114,50,31,61.1,3
STU11115,40,19,46.7,5
STU11116,45,31,69.8,2
STU11117,45,22,48.5,3
STU11118,45,28,62.5,1
STU11119,40,21,53.6,4
STU11120,50,30,59.0,3
STU11121,40,23,58.2,6
STU11122,45,35,76.7,1
STU11123,40,20,49.1,3
STU11124,45,33,74.4,4
STU11125,45,18,39.2,2
STU11126,45,35,78.2,0
STU11127,40,30,74.6,1
STU11128,50,28,57.0,4
STU11129,50,43,86.3,1
STU11130,50,37,73.2,1
STU11131,50,30,59.2,1
STU11132,50,30,60.0,2
STU11133,45,28,62.5,3
STU11134,50,22,44.6,3
STU11135,45,32,70.1,6
STU11136,50,35,70.8,9
STU11137,40,24,60.4,1
STU11138,40,23,58.0,4
STU11139,45,30,67.7,2
STU11140,45,39,86.6,3
STU11141,45,29,63.6,1
STU11142,45,30,67.2,1
STU11143,50,25,50.8,3
STU11144,45,34,75.1,3
STU11145,45,24,54.4,0
STU11146,40,23,58.1,3
STU11147,50,38,76.9,5
STU11148,50,41,82.5,1
STU11149,50,42,83.7,3
STU11150,50,30,59.4,0
STU11151,40,32,81.0,8
STU11152,40,32,80.6,1
STU11153,40,21,53.7,1
STU11154,40,27,68.2,3
STU11155,50,34,67.7,1
STU11156,50,26,51.5,4
STU11157,40,30,73.8,3
STU11158,50,38,76.6,1
STU11159,40,22,55.7,1
STU11160,45,33,73.3,3
STU11161,45,29,64.9,5
STU11162,40,26,65.0,1
STU11163,50,35,69.1,7
STU11164,45,18,40.9,1
STU11165,45,29,63.6,5
STU11166,45,31,68.3,3
STU11167,40,26,64.7,1
STU11168,45,34,74.8,3
STU11169,50,35,69.5,2
STU11170,40,24,59.5,2
STU11171,40,21,53.7,7
STU11172,45,31,69.5,4
STU11173,45,30,67.1,2
STU11174,40,31,77.6,4
STU11175,50,32,64.7,2
STU11176,40,25,62.1,1
STU11177,40,22,56.2,1
STU11178,40,25,61.4,4
STU11179,50,31,62.0,0
STU11180,40,29,72.1,4
STU11181,45,28,62.0,2
STU11182,45,35,77.4,6
STU11183,50,22,43.2,4
STU11184,45,29,65.1,4
STU11185,50,37,74.0,5
STU11186,45,28,62.0,3
STU11187,40,21,52.5,0
STU11188,50,40,79.5,5
STU11189,45,24,53.4,3
STU11190,40,26,65.9,3
STU11191,50,40,80.2,0
STU11192,50,40,79.7,1
STU11193,45,30,66.5,2
STU11194,45,38,85.5,4
STU11195,40,23,56.4,1
STU11196,50,34,68.4,2
STU11197,40,29,72.0,2
STU11198,40,28,69.1,4
STU11199,45,35,77.0,2
STU11200,45,22,48.4,4
STU11201,45,28,62.9,3
STU11202,45,33,74.3,4
STU11203,50,30,59.8,5
STU11204,40,20,49.8,3
STU11205,50,40,80.0,2
STU11206,40,31,76.4,4
STU11207,50,35,70.0,7
STU11208,40,25,62.7,4
STU11209,50,32,63.7,0
STU11210,45,32,70.6,1
STU11211,45,37,83.0,6
STU11212,40,32,80.1,8
STU11213,40,18,44.7,3
STU11214,40,27,66.9,5
STU11215,45,25,55.2,4
STU11216,40,26,64.4,1
STU11217,40,25,61.5,3
STU11218,45,32,71.3,4
STU11219,50,37,73.1,5
STU11220,40,36,89.3,0
STU11221,40,25,62.1,4
STU11222,40,33,81.8,1
STU11223,45,19,41.2,6
STU11224,50,35,69.1,8
STU11225,45,34,76.6,1
STU11226,45,32,72.1,5
STU11227,50,38,76.2,3
STU11228,45,35,78.8,4
STU11229,40,28,70.8,2
STU11230,40,31,77.2,1
STU11231,45,26,57.4,4
STU11232,50,25,49.4,5
STU11233,40,31,77.5,1
STU11234,50,29,58.7,0
STU11235,50,37,73.8,2
STU11236,40,29,71.3,2
STU11237,40,22,55.9,2
STU11238,40,20,50.6,0
STU11239,40,20,50.8,3
STU11240,40,29,72.9,5
STU11241,45,25,55.9,0
STU11242,45,24,53.8,2
STU11243,45,23,50.5,4
STU11244,40,33,81.6,1
STU11245,50,21,41.6,3
STU11246,45,31,67.8,1
STU11247,50,30,59.7,0
STU11248,40,22,55.0,4
STU11249,40,28,69.0,1
STU11250,45,39,85.9,5
STU11251,50,49,98.4,1
STU11252,50,39,77.7,2
STU11253,50,26,52.2,3
STU11254,50,31,61.3,3
STU11255,50,41,82.2,3
STU11256,40,37,91.8,6
STU11257,50,38,76.7,6
STU11258,50,24,48.6,3
STU11259,50,34,69.0,2
STU11260,45,28,63.1,5
STU11261,40,28,70.5,3
STU11262,45,22,48.1,5
STU11263,45,30,65.9,4
STU11264,45,28,62.5,6
STU11265,45,35,77.8,2
STU11266,45,29,63.9,2
STU11267,40,22,55.0,3
STU11268,50,35,70.6,2
STU11269,45,31,69.0,3
STU11270,40,32,80.4,3
STU11271,45,31,68.9,1
STU11272,50,30,59.6,1
STU11273,45,23,50.9,5
STU11274,40,26,65.4,1
STU11275,50,38,75.9,7
STU11276,50,38,76.9,3
STU11277,50,29,58.6,1
STU11278,50,48,96.4,2
STU11279,50,39,78.6,1
STU11280,45,27,60.2,3
STU11281,40,26,64.6,9
STU11282,40,24,59.4,2
STU11283,40,28,71.1,0
STU11284,45,26,58.8,3
STU11285,40,23,57.0,2
STU11286,45,38,85.3,2
STU11287,50,32,64.9,4
STU11288,50,29,57.4,4
STU11289,50,34,68.3,4
STU11290,40,23,58.3,3
STU11291,40,30,73.9,0
STU11292,40,21,52.2,4
STU11293,40,24,60.0,1
STU11294,50,39,78.6,2
STU11295,45,18,40.9,7
STU11296,45,30,65.8,3
STU11297,40,30,74.4,5
STU11298,50,34,68.4,2
STU11299,50,30,59.0,3
STU11300,45,35,78.6,1
STU11301,50,35,69.5,3
STU11302,40,18,46.1,1
STU11303,50,29,57.5,1
STU11304,45,27,59.7,0
STU11305,45,28,61.9,1
STU11306,40,36,91.2,4
STU11307,40,32,78.9,4
STU11308,45,26,56.9,5
STU11309,40,30,75.7,2
STU11310,45,33,73.5,5
STU11311,45,37,82.5,1
STU11312,40,31,76.5,3
STU11313,50,32,64.6,4
STU11314,45,31,70.0,3
STU11315,45,32,71.3,1
STU11316,45,37,81.7,5
STU11317,40,27,68.3,5
STU11318,50,34,68.8,4
STU11319,40,20,48.8,2
STU11320,45,26,56.7,2
STU11321,40,31,77.5,2
STU11322,50,34,67.9,1
STU11323,40,23,56.5,7
STU11324,40,31,76.8,2
STU11325,50,38,76.5,1
STU11326,45,29,64.9,3
STU11327,45,41,90.6,1
STU11328,40,19,48.7,1
STU11329,40,18,46.0,3
STU11330,40,27,67.1,2
STU11331,40,26,65.3,1
STU11332,50,25,50.1,0
STU11333,45,31,70.0,4
STU11334,45,37,81.6,0
STU11335,40,25,61.4,5
STU11336,50,29,57.2,3
STU11337,50,25,50.6,3
STU11338,40,27,66.7,3
STU11339,40,23,56.9,4
STU11340,45,28,61.4,1
STU11341,40,22,54.1,2
STU11342,40,32,79.0,3
STU11343,45,32,70.4,1
STU11344,45,35,77.8,3
STU11345,50,34,67.2,4
STU11346,45,42,93.4,5
STU11347,40,24,60.6,2
STU11348,50,35,70.6,6
STU11349,40,29,72.2,3
STU11350,45,26,58.2,4
STU11351,50,34,67.7,4
STU11352,50,36,71.2,0
STU11353,50,34,67.5,6
STU11354,45,30,67.7,2
STU11355,45,21,47.6,1
STU11356,45,34,74.7,2
STU11357,50,27,54.6,2
STU11358,45,25,55.9,7
STU11359,45,25,55.9,3
STU11360,40,33,82.3,1
STU11361,45,30,65.6,4
STU11362,45,34,75.5,1
STU11363,45,31,69.4,0
STU11364,45,24,53.9,4
STU11365,40,27,66.3,5
STU11366,45,16,35.7,5
STU11367,45,24,53.9,3
STU11368,45,29,63.4,1
STU11369,45,41,91.5,4
STU11370,50,39,77.7,3
STU11371,45,27,60.8,4
STU11372,40,30,75.2,3
STU11373,50,43,86.4,1
STU11374,45,31,68.0,3
STU11375,40,27,67.1,5
STU11376,45,36,80.2,4
STU11377,50,32,63.4,3
STU11378,50,26,52.3,1
STU11379,40,26,64.3,1
STU11380,40,20,49.4,5
STU11381,50,29,58.8,3
STU11382,45,30,67.3,1
STU11383,50,28,56.1,8
STU11384,45,25,55.8,2
STU11385,40,26,66.2,3
STU11386,50,34,67.1,2
STU11387,45,21,46.1,0
STU11388,45,32,70.2,1
STU11389,50,31,61.3,4
STU11390,50,47,93.7,1
STU11391,45,27,59.0,2
STU11392,45,27,60.3,4
STU11393,40,24,60.2,2
STU11394,45,27,61.1,7
STU11395,50,35,69.5,3
STU11396,50,29,57.9,3
STU11397,45,28,61.2,2
STU11398,45,35,78.0,2
STU11399,45,35,78.6,6
STU11400,40,34,85.9,1
STU11401,50,27,54.7,1
STU11402,50,47,93.2,1
STU11403,45,29,64.7,2
STU11404,40,26,64.9,2
STU11405,40,32,80.5,5
STU11406,45,35,78.0,1
STU11407,50,34,68.6,5
STU11408,40,26,64.7,1
STU11409,45,29,65.1,1
STU11410,50,40,80.3,2
STU11411,50,30,59.4,4
STU11412,45,35,76.9,1
STU11413,50,24,48.5,3
STU11414,40,24,60.5,1
STU11415,50,34,67.5,2
STU11416,40,28,69.9,2
STU11417,40,20,50.5,2
STU11418,45,30,65.8,2
STU11419,45,32,70.2,5
STU11420,50,25,50.8,3
STU11421,40,29,73.3,5
STU11422,40,28,70.3,5
STU11423,40,19,48.6,2
STU11424,40,33,83.5,4
STU11425,40,20,51.2,3
STU11426,50,29,57.9,3
STU11427,40,19,47.7,6
STU11428,45,36,79.4,5
STU11429,45,29,64.1,3
STU11430,40,31,77.8,8
STU11431,50,39,77.2,2
STU11432,45,31,68.7,0
STU11433,50,38,75.1,5
STU11434,45,25,55.9,5
STU11435,40,30,76.1,3
STU11436,45,30,65.6,0
STU11437,40,34,85.9,5
STU11438,40,28,68.9,5
STU11439,40,20,50.4,0
STU11440,45,34,75.5,4
STU11441,50,35,70.0,2
STU11442,45,33,74.2,2
STU11443,50,38,75.4,2
STU11444,40,22,55.9,1
STU11445,50,30,60.6,5
STU11446,40,29,71.4,3
STU11447,45,35,78.1,1
STU11448,50,23,45.5,2
STU11449,50,32,65.0,1
STU11450,50,33,65.7,1
STU11451,45,30,67.1,5
STU11452,50,46,92.2,1
STU11453,40,32,79.6,2
STU11454,45,30,66.7,2
STU11455,40,34,85.9,1
STU11456,40,23,56.4,2
STU11457,45,18,40.2,3
STU11458,40,29,73.5,6
STU11459,50,32,64.1,4
STU11460,40,26,65.4,2
STU11461,50,30,59.6,3
STU11462,45,29,63.6,2
STU11463,40,25,63.7,4
STU11464,40,26,65.4,3
STU11465,50,36,72.7,0
STU11466,40,23,56.5,2
STU11467,50,28,56.7,3
STU11468,40,24,61.0,4
STU11469,45,31,68.1,4
STU11470,50,28,56.7,3
STU11471,40,21,53.5,3
STU11472,40,28,69.7,3
STU11473,50,26,51.3,2
STU11474,40,25,62.5,5
STU11475,40,20,50.8,5
STU11476,50,32,64.0,2
STU11477,50,36,71.0,4
STU11478,45,26,58.6,4
STU11479,45,32,70.7,2
STU11480,50,27,54.9,4
STU11481,40,25,62.3,3
STU11482,50,35,69.2,3
STU11483,40,26,65.6,2
STU11484,45,29,65.3,6
STU11485,50,28,57.0,5
STU11486,50,40,79.6,4
STU11487,45,29,64.8,2
STU11488,50,44,87.4,6
STU11489,50,31,61.3,3
STU11490,50,24,47.8,2
STU11491,50,31,61.1,2
STU11492,45,22,49.4,3
STU11493,40,32,79.2,1
STU11494,45,26,57.2,3
STU11495,45,29,65.2,3
STU11496,50,31,62.5,0
STU11497,45,30,66.4,3
STU11498,50,31,62.2,1
STU11499,50,37,73.7,3
STU11500,40,34,84.5,2
STU11501,45,24,53.2,1
STU11502,45,29,65.2,3
STU11503,50,27,54.5,2
STU11504,50,33,65.3,3
STU11505,40,23,58.4,2
STU11506,50,26,52.7,2
STU11507,40,33,83.4,2
STU11508,50,41,81.9,2
STU11509,50,25,50.0,0
STU11510,50,21,41.3,1
STU11511,50,35,69.8,2
STU11512,45,28,63.0,3
STU11513,40,19,48.1,4
STU11514,45,36,80.0,1
STU11515,45,29,65.4,5
STU11516,40,28,69.8,4
STU11517,50,34,68.3,4
STU11518,50,40,79.9,3
STU11519,50,36,72.8,4
STU11520,40,24,60.8,2
STU11521,45,37,83.3,5
STU11522,45,33,72.3,1
STU11523,45,26,57.6,2
STU11524,45,36,79.4,2
STU11525,40,23,57.8,5
STU11526,45,36,79.0,4
STU11527,40,29,71.6,2
STU11528,45,23,52.1,5
STU11529,40,24,59.8,4
STU11530,45,34,76.2,2
STU11531,45,34,75.2,2
STU11532,45,28,62.7,2
STU11533,40,23,57.3,4
STU11534,40,23,56.6,4
STU11535,45,33,74.4,3
STU11536,50,33,66.9,1
STU11537,40,20,50.7,4
STU11538,50,39,77.2,2
STU11539,40,28,69.1,1
STU11540,50,27,53.5,0
STU11541,45,29,64.6,4
STU11542,40,29,72.8,0
STU11543,40,24,60.5,4
STU11544,50,29,57.9,7
STU11545,45,33,73.4,3
STU11546,40,37,91.3,0
STU11547,45,36,80.2,3
STU11548,40,28,69.8,4
STU11549,50,29,57.4,1
STU11550,45,32,72.0,5
STU11551,50,31,61.7,3
STU11552,45,30,66.5,5
STU11553,40,31,76.7,8
STU11554,40,31,76.7,3
STU11555,50,34,68.4,3
STU11556,45,20,45.4,0
STU11557,50,35,69.6,3
STU11558,45,32,71.6,4
STU11559,40,28,70.7,1
STU11560,40,23,57.9,3
STU11561,40,14,36.0,4
STU11562,45,36,79.3,2
STU11563,40,27,66.5,2
STU11564,40,24,60.1,3
STU11565,45,30,67.0,3
STU11566,40,28,69.6,1
STU11567,45,35,78.8,2
STU11568,40,30,74.0,8
STU11569,45,32,72.2,6
STU11570,50,32,64.2,3
STU11571,45,21,46.8,3
STU11572,45,28,62.7,3
STU11573,40,22,55.8,1
STU11574,40,29,71.5,6
STU11575,40,23,58.6,5
STU11576,40,29,72.1,3
STU11577,50,32,63.7,2
STU11578,40,26,65.0,2
STU11579,50,41,82.7,2
STU11580,40,35,87.1,2
STU11581,45,30,66.1,3
STU11582,45,27,60.5,2
STU11583,45,32,70.3,5
STU11584,40,16,39.5,3
STU11585,50,43,86.6,3
STU11586,45,26,57.3,6
STU11587,45,35,77.7,0
STU11588,50,38,76.4,0
STU11589,50,45,89.7,7
STU11590,50,44,87.4,3
STU11591,45,30,66.4,4
STU11592,50,40,80.0,2
STU11593,40,30,74.5,2
STU11594,40,35,88.2,3
STU11595,40,28,70.8,3
STU11596,40,30,73.8,2
STU11597,40,23,57.3,8
STU11598,40,29,72.3,5
STU11599,40,24,59.1,5
STU11600,45,27,58.9,1
STU11601,40,30,74.8,4
STU11602,50,32,63.7,6
STU11603,45,27,59.6,3
STU11604,45,23,50.1,2
STU11605,40,29,73.3,1
STU11606,40,21,53.4,4
STU11607,45,29,63.6,3
STU11608,40,30,74.1,4
STU11609,50,24,48.7,4
STU11610,45,28,63.2,4
STU11611,40,30,74.6,3
STU11612,40,25,62.9,8
STU11613,40,29,71.9,1
STU11614,45,33,74.2,2
STU11615,50,36,72.3,5
STU11616,50,33,66.4,3
STU11617,45,33,74.4,3
STU11618,45,32,71.8,3
STU11619,40,20,48.9,2
STU11620,50,26,52.1,3
STU11621,40,31,78.1,0
STU11622,45,25,56.1,3
STU11623,50,23,45.4,6
STU11624,45,29,64.2,3
STU11625,50,23,45.8,4
STU11626,45,26,58.0,5
STU11627,40,25,62.6,4
STU11628,50,22,43.2,2
STU11629,50,23,45.3,6
STU11630,50,35,69.4,2
STU11631,45,25,56.4,4
STU11632,40,26,64.5,0
STU11633,40,21,53.4,4
STU11634,50,24,49.0,7
STU11635,40,23,58.6,3
STU11636,45,34,75.5,2
STU11637,50,22,43.8,1
STU11638,45,25,56.5,4
STU11639,45,23,50.7,4
STU11640,40,24,59.2,3
STU11641,50,26,52.3,2
STU11642,45,32,71.2,3
STU11643,50,35,69.8,2
STU11644,50,37,74.1,4
STU11645,45,30,67.1,2
STU11646,40,23,58.4,5
STU11647,40,24,61.0,3
STU11648,50,28,56.2,5
STU11649,40,28,68.8,3
STU11650,50,38,75.7,3
STU11651,50,30,60.3,1
STU11652,45,28,63.2,3
STU11653,50,32,63.8,3
STU11654,45,35,78.6,6
STU11655,40,25,62.1,3
STU11656,45,37,81.3,6
STU11657,40,22,54.6,3
STU11658,45,42,92.7,6
STU11659,40,17,42.1,3
STU11660,50,37,73.3,1
STU11661,45,29,65.1,6
STU11662,40,33,81.8,3
STU11663,45,24,52.7,3
STU11664,50,29,58.9,1
STU11665,40,29,71.7,5
STU11666,50,40,79.0,3
STU11667,45,20,44.0,2
STU11668,50,29,57.9,1
STU11669,40,23,56.5,2
STU11670,50,38,75.9,1
STU11671,50,37,74.9,2
STU11672,40,30,74.7,2
STU11673,40,29,73.6,6
STU11674,50,22,43.6,5
STU11675,45,35,77.1,1
STU11676,50,36,71.4,3
STU11677,50,27,54.5,3
STU11678,40,24,61.1,5
STU11679,40,26,64.5,5
STU11680,40,30,75.1,5
STU11681,40,32,78.8,4
STU11682,50,32,64.7,5
STU11683,40,28,68.8,1
STU11684,40,28,71.0,2
STU11685,45,33,74.1,2
STU11686,45,31,68.9,4
STU11687,45,29,64.8,4
STU11688,45,38,83.8,4
STU11689,50,30,60.9,4
STU11690,45,28,62.2,5
STU11691,45,21,47.6,5
STU11692,45,27,59.6,1
STU11693,50,39,78.8,1
STU11694,50,29,57.3,1
STU11695,50,27,54.0,1
STU11696,45,34,75.8,2
STU11697,50,35,69.3,1
STU11698,50,32,64.5,4
STU11699,45,34,75.9,5
STU11700,50,24,48.6,4
STU11701,50,34,67.6,1
STU11702,50,40,79.9,0
STU11703,45,35,77.5,3
STU11704,50,38,76.1,3
STU11705,40,20,51.2,2
STU11706,50,29,58.1,1
STU11707,45,27,60.4,3
STU11708,40,38,94.1,3
STU11709,40,30,76.2,3
STU11710,45,31,69.5,4
STU11711,50,30,60.2,4
STU11712,45,36,81.0,1
STU11713,45,30,65.9,4
STU11714,45,21,46.4,1
STU11715,40,26,64.7,2
STU11716,50,31,62.0,4
STU11717,45,24,53.3,4
STU11718,50,25,50.3,4
STU11719,40,31,76.7,3
STU11720,50,31,61.5,4
STU11721,45,30,67.4,3
STU11722,40,28,68.9,1
STU11723,40,19,46.7,3
STU11724,40,29,72.4,1
STU11725,40,28,70.8,3
STU11726,45,25,55.6,5
STU11727,45,28,63.0,3
STU11728,50,29,57.4,4
STU11729,40,28,70.4,3
STU11730,50,34,67.6,1
STU11731,40,24,61.0,1
STU11732,50,40,79.4,1
STU11733,50,44,89.0,4
STU11734,45,40,88.7,1
STU11735,40,20,49.3,4
STU11736,50,33,65.5,0
STU11737,50,32,64.0,3
STU11738,40,31,78.7,6
STU11739,50,42,85.0,4
STU11740,40,27,66.3,1
STU11741,50,36,72.7,1
STU11742,45,28,63.0,3
STU11743,45,28,62.7,2
STU11744,50,28,57.0,7
STU11745,45,16,36.1,2
STU11746,50,25,49.7,2
STU11747,45,36,80.4,2
STU11748,45,29,63.8,5
STU11749,40,21,52.8,4
STU11750,40,28,69.3,2
STU11751,45,35,78.7,5
STU11752,50,28,55.8,5
STU11753,50,22,43.9,1
STU11754,40,25,63.4,5
STU11755,40,28,70.7,4
STU11756,45,19,41.6,1
STU11757,50,35,69.8,2
STU11758,50,42,83.9,1
STU11759,45,36,78.9,4
STU11760,40,31,76.8,4
STU11761,50,34,67.6,1
STU11762,45,33,74.1,4
STU11763,45,29,65.1,2
STU11764,50,35,69.6,1
STU11765,45,21,46.5,4
STU11766,45,38,84.2,2
STU11767,40,23,58.7,4
STU11768,40,31,78.6,1
STU11769,40,30,73.9,2
STU11770,40,20,49.0,2
STU11771,50,34,68.5,2
STU11772,40,22,53.8,4
STU11773,50,28,55.0,2
STU11774,50,39,77.1,2
STU11775,50,30,59.8,6
STU11776,50,31,61.9,3
STU11777,50,38,76.4,1
STU11778,40,31,77.3,2
STU11779,50,26,53.0,2
STU11780,50,19,37.8,1
STU11781,45,30,66.6,1
STU11782,40,28,69.5,7
STU11783,45,31,68.4,3
STU11784,40,23,57.2,4
STU11785,40,18,46.2,5
STU11786,50,38,76.4,2
STU11787,45,30,67.1,2
STU11788,45,25,55.6,5
STU11789,50,37,73.9,2
STU11790,45,33,73.0,8
STU11791,40,17,42.3,1
STU11792,40,26,63.9,2
STU11793,40,25,63.5,0
STU11794,40,22,54.8,2
STU11795,50,33,65.8,2
STU11796,50,29,57.7,4
STU11797,50,31,61.3,5
STU11798,45,38,84.7,4
STU11799,45,26,56.9,0
STU11800,45,34,75.2,4
STU11801,45,17,38.2,4
STU11802,50,28,56.7,3
STU11803,45,30,66.9,1
STU11804,45,32,72.0,2
STU11805,45,25,55.0,3
STU11806,40,25,61.8,2
STU11807,50,44,88.3,1
STU11808,50,33,66.0,6
STU11809,50,26,52.4,1
STU11810,40,22,56.1,3
STU11811,50,29,58.0,2
STU11812,50,38,76.1,1
STU11813,50,31,62.8,5
STU11814,45,17,38.0,3
STU11815,45,24,52.7,2
STU11816,50,35,70.4,2
STU11817,40,22,56.0,0
STU11818,45,27,61.1,3
STU11819,40,29,73.7,5
STU11820,40,18,43.8,4
STU11821,40,26,65.3,1
STU11822,50,26,52.7,3
STU11823,45,34,76.5,3
STU11824,50,29,58.6,3
STU11825,50,41,82.9,3
STU11826,45,37,82.7,2
STU11827,40,22,55.3,4
STU11828,50,42,84.8,0
STU11829,40,15,36.5,3
STU11830,40,20,51.0,1
STU11831,40,28,70.4,4
STU11832,45,35,77.9,7
STU11833,40,30,76.1,5
STU11834,45,19,43.3,5
STU11835,45,32,72.1,0
STU11836,50,33,65.9,6
STU11837,40,21,52.4,1
STU11838,50,31,61.9,1
STU11839,50,21,42.6,5
STU11840,45,24,54.2,1
STU11841,50,38,77.0,2
STU11842,40,26,66.0,2
STU11843,40,26,64.3,1
STU11844,45,25,55.9,4
STU11845,40,29,71.7,4
STU11846,45,27,59.4,3
STU11847,45,26,56.9,4
STU11848,45,26,57.6,2
STU11849,40,27,67.8,3
STU11850,50,35,70.3,4
STU11851,45,34,74.7,4
STU11852,45,42,92.9,1
STU11853,50,25,49.4,4
STU11854,45,32,71.9,2
STU11855,50,27,54.0,2
STU11856,45,21,46.7,1
STU11857,50,28,55.5,1
STU11858,45,32,70.4,5
STU11859,45,31,69.8,3
