student_id,lms_logins_per_week,video_watch_hours,forum_posts,quiz_attempts,avg_quiz_score
STU10732,8,12.7,4,4,78.9
STU10733,16,1.0,3,4,60.8
STU10734,10,9.1,2,2,93.3
STU10735,6,18.6,3,8,82.1
STU10736,7,19.8,5,5,59.5
STU10737,13,9.3,7,10,60.4
STU10738,14,13.4,6,6,70.7
STU10739,9,15.1,8,6,77.8
STU10740,9,20.4,4,10,85.1
STU10741,14,22.6,4,13,54.2
STU10742,10,15.8,8,2,71.6
STU10743,7,13.7,1,7,74.8
STU10744,7,7.8,1,9,75.3
STU10745,17,15.5,13,2,65.9
STU10746,13,25.4,7,13,75.7
STU10747,11,21.5,4,14,80.1
STU10748,9,15.9,6,11,52.2
STU10749,14,16.5,8,10,71.8
STU10750,12,11.6,5,9,46.6
STU10751,10,13.2,4,7,54.3
STU10752,9,15.7,3,10,54.9
STU10753,10,15.8,1,4,59.8
STU10754,7,20.1,2,5,77.2
STU10755,11,19.8,2,4,65.9
STU10756,11,17.6,4,6,82.5
STU10757,5,10.0,7,12,73.6
STU10758,12,10.2,4,13,74.5
STU10759,9,10.6,6,2,84.3
STU10760,6,16.2,5,2,58.0
STU10761,13,4.9,1,3,74.2
STU10762,10,15.0,1,14,72.9
STU10763,9,22.0,6,2,70.4
STU10764,12,18.3,3,4,87.2
STU10765,8,13.2,7,3,77.8
STU10766,9,11.5,3,11,64.7
STU10767,14,19.0,6,8,62.6
STU10768,13,16.5,2,14,70.3
STU10769,11,13.8,3,9,84.8
STU10770,11,12.1,3,3,79.4
STU10771,15,15.4,4,5,75.6
STU10772,3,13.5,1,9,63.3
STU10773,11,18.9,7,12,67.0
STU10774,9,21.2,3,11,45.0
STU10775,14,8.2,6,2,81.8
STU10776,14,8.9,4,12,78.3
STU10777,14,21.7,3,9,100.0
STU10778,12,15.8,5,14,75.0
STU10779,8,9.3,6,9,85.6
STU10780,14,19.9,4,3,77.3
STU10781,12,16.7,6,4,72.0
STU10782,9,26.0,3,10,77.4
STU10783,9,13.8,5,11,77.8
STU10784,12,20.5,2,14,72.1
STU10785,5,7.8,2,6,78.7
STU10786,13,22.0,4,8,89.7
STU10787,13,19.7,7,6,73.8
STU10788,8,23.0,1,11,85.6
STU10789,10,20.6,6,3,86.6
STU10790,12,14.5,3,3,76.7
STU10791,15,9.1,7,2,83.2
STU10792,12,12.0,2,7,49.2
STU10793,12,6.2,3,8,67.0
STU10794,12,10.4,5,6,71.4
STU10795,15,17.1,4,4,73.7
STU10796,13,14.8,6,12,81.6
STU10797,12,13.9,4,11,64.0
STU10798,16,11.0,6,14,55.8
STU10799,13,6.1,5,14,71.9
STU10800,16,15.9,2,11,57.9
STU10801,9,16.9,6,10,65.3
STU10802,14,10.0,1,12,56.5
STU10803,10,12.3,3,12,89.5
STU10804,11,22.7,2,13,74.1
STU10805,15,20.8,6,9,65.9
STU10806,14,7.6,7,3,62.0
STU10807,10,14.6,5,4,66.0
STU10808,17,22.3,2,8,90.2
STU10809,10,13.9,4,12,54.2
STU10810,9,13.7,4,10,68.6
STU10811,8,20.5,8,3,74.4
STU10812,9,19.9,4,11,59.8
STU10813,11,19.7,6,8,60.8
STU10814,15,13.7,4,9,59.6
STU10815,16,18.3,1,7,73.1
STU10816,14,22.5,4,7,78.7
STU10817,17,14.8,2,9,83.7
STU10818,11,13.0,5,12,67.5
STU10819,7,21.2,6,4,77.8
STU10820,13,25.2,3,9,84.4
STU10821,12,25.6,3,14,76.3
STU10822,20,13.1,7,13,72.8
STU10823,5,13.6,2,12,64.5
STU10824,13,9.9,6,11,62.5
STU10825,8,15.6,10,14,88.8
STU10826,10,9.6,5,2,68.8
STU10827,10,12.4,3,3,71.0
STU10828,7,18.5,8,14,100.0
STU10829,15,16.9,5,7,68.7
STU10830,9,5.9,6,3,67.6
STU10831,10,22.9,1,11,74.5
STU10832,11,9.6,4,3,53.5
STU10833,13,10.2,4,4,65.6
STU10834,12,8.8,5,4,64.1
STU10835,13,11.7,4,5,62.9
STU10836,10,10.5,4,10,88.1
STU10837,9,10.6,0,10,62.4
STU10838,10,2.7,3,12,63.6
STU10839,11,15.6,6,3,70.8
STU10840,6,16.2,2,3,62.6
STU10841,13,26.2,2,14,68.3
STU10842,11,17.4,5,7,67.2
STU10843,10,12.5,6,6,68.3
STU10844,17,9.0,1,6,55.6
STU10845,15,14.5,3,8,80.2
STU10846,10,17.2,3,10,76.2
STU10847,10,12.5,2,2,68.0
STU10848,11,15.3,12,6,74.5
STU10849,9,24.5,7,6,66.5
STU10850,5,13.1,3,6,70.9
STU10851,11,5.6,3,10,49.4
STU10852,11,19.4,6,12,77.8
STU10853,12,16.6,3,7,59.3
STU10854,11,6.5,3,9,69.9
STU10855,7,17.1,6,9,75.7
STU10856,10,10.0,0,7,93.5
STU10857,18,17.2,4,7,82.5
STU10858,9,24.5,3,11,47.0
STU10859,8,14.1,3,9,64.1
STU10860,16,20.4,4,12,68.9
STU10861,7,8.9,2,2,67.6
STU10862,13,7.4,5,10,51.4
STU10863,13,25.1,5,14,81.8
STU10864,12,16.5,6,12,76.4
STU10865,18,18.2,3,10,64.1
STU10866,14,20.8,5,9,65.1
STU10867,9,12.4,4,5,72.4
STU10868,16,19.1,2,12,82.2
STU10869,17,18.4,3,12,76.9
STU10870,11,8.5,8,2,64.2
STU10871,11,22.6,3,3,68.9
STU10872,12,21.5,6,2,78.5
STU10873,12,8.6,9,12,75.4
STU10874,15,16.0,2,13,58.3
STU10875,16,13.8,6,4,61.4
STU10876,6,22.1,5,10,83.9
STU10877,13,7.9,4,7,83.2
STU10878,8,33.0,1,6,78.3
STU10879,13,14.1,2,9,80.5
STU10880,15,18.7,5,11,54.8
STU10881,10,21.9,8,4,49.7
STU10882,14,14.0,7,13,64.5
STU10883,7,14.4,5,13,81.8
STU10884,14,12.5,2,13,69.3
STU10885,14,10.6,3,11,68.3
STU10886,11,16.4,6,4,100.0
STU10887,16,14.3,6,6,74.5
STU10888,18,12.5,5,2,69.6
STU10889,18,12.7,6,8,66.8
STU10890,15,17.9,3,4,79.1
STU10891,9,11.0,3,12,76.9
STU10892,19,13.8,6,14,72.7
STU10893,14,19.5,4,3,58.9
STU10894,13,16.2,4,8,77.6
STU10895,15,9.8,7,2,63.2
STU10896,7,14.9,3,2,61.4
STU10897,11,17.2,1,10,70.4
STU10898,10,19.9,4,8,77.3
STU10899,12,11.2,6,4,77.1
STU10900,7,12.2,7,6,100.0
STU10901,13,11.5,3,14,77.3
STU10902,14,11.8,7,3,67.2
STU10903,18,17.0,2,14,64.0
STU10904,15,18.0,4,6,68.7
STU10905,17,20.3,5,10,67.6
STU10906,17,14.5,6,11,91.3
STU10907,14,8.0,4,14,60.8
STU10908,15,18.3,4,14,67.1
STU10909,10,15.8,2,6,92.3
STU10910,16,15.3,1,14,82.8
STU10911,20,8.6,6,2,64.8
STU10912,11,14.0,1,12,94.1
STU10913,16,9.0,2,9,49.2
STU10914,10,17.4,6,7,69.4
STU10915,8,12.9,4,3,70.6
STU10916,11,12.4,1,12,78.2
STU10917,10,7.3,4,7,62.3
STU10918,12,20.1,5,10,64.3
STU10919,14,13.7,9,4,67.4
STU10920,9,15.4,4,6,67.9
STU10921,11,11.3,1,8,98.5
STU10922,9,6.7,5,11,90.6
STU10923,16,12.3,5,14,57.9
STU10924,14,13.1,4,3,70.5
STU10925,12,16.5,6,12,48.4
STU10926,6,13.2,5,14,65.4
STU10927,12,11.4,5,2,69.0
STU10928,6,7.5,8,6,62.3
STU10929,11,15.2,1,5,58.3
STU10930,7,11.0,6,10,67.8
STU10931,9,21.6,2,11,57.7
STU10932,10,15.8,3,5,75.5
STU10933,14,17.8,5,8,73.6
STU10934,10,13.8,1,6,49.7
STU10935,9,16.0,1,14,76.3
STU10936,9,10.5,1,6,59.0
STU10937,14,9.1,3,14,72.3
STU10938,11,15.1,6,7,58.0
STU10939,10,17.9,6,9,86.5
STU10940,8,5.3,9,5,73.9
STU10941,8,12.5,4,10,77.4
STU10942,15,24.2,3,7,53.3
STU10943,17,17.4,3,9,70.3
STU10944,12,22.7,2,5,81.0
STU10945,7,11.8,5,10,100.0
STU10946,9,12.7,3,12,83.1
STU10947,13,19.8,4,12,88.1
STU10948,15,18.1,1,10,79.7
STU10949,16,14.5,3,2,58.5
STU10950,8,8.7,3,2,70.1
STU10951,9,20.8,3,8,91.3
STU10952,10,27.6,7,4,71.5
STU10953,14,7.1,1,8,85.6
STU10954,14,22.0,6,2,65.9
STU10955,15,12.7,7,2,67.2
STU10956,13,13.3,6,8,53.7
STU10957,12,16.3,6,5,92.4
STU10958,15,9.0,1,3,58.9
STU10959,11,14.8,3,6,70.2
STU10960,18,6.9,3,6,67.0
STU10961,8,17.4,2,5,68.9
STU10962,16,26.2,3,10,57.0
STU10963,17,11.8,3,3,59.1
STU10964,8,14.2,5,5,64.0
STU10965,19,14.4,4,3,82.7
STU10966,5,19.9,2,12,76.5
STU10967,10,17.0,4,11,60.5
STU10968,9,19.6,4,5,100.0
STU10969,5,12.5,5,7,64.6
STU10970,13,17.2,3,6,54.9
STU10971,10,1.0,3,12,60.5
STU10972,7,18.3,6,11,76.1
STU10973,11,8.9,7,14,61.8
STU10974,10,13.4,6,11,83.1
STU10975,7,18.7,6,7,48.7
STU10976,9,7.3,5,3,80.0
STU10977,9,20.4,1,2,61.5
STU10978,16,14.4,7,6,85.4
STU10979,8,22.3,3,12,58.5
STU10980,13,10.5,0,4,76.0
STU10981,12,5.9,5,4,83.9
STU10982,12,14.9,1,11,61.4
STU10983,8,17.9,6,6,66.0
STU10984,15,18.4,4,4,62.5
STU10985,11,9.3,2,7,79.9
STU10986,13,6.9,1,12,81.7
STU10987,21,13.4,6,8,42.5
STU10988,13,17.6,5,7,73.5
STU10989,16,17.3,5,11,69.8
STU10990,14,22.9,5,9,71.4
STU10991,11,13.1,2,5,85.3
STU10992,11,5.8,1,7,75.6
STU10993,14,21.0,4,12,59.9
STU10994,20,16.0,1,14,71.4
STU10995,11,16.4,9,4,93.7
STU10996,15,18.8,4,11,76.7
STU10997,9,21.3,2,13,57.2
STU10998,10,14.9,5,13,61.4
STU10999,13,20.9,3,8,75.1
STU11000,22,17.8,3,14,61.9
STU11001,3,11.7,7,7,59.0
STU11002,12,13.8,6,13,75.0
STU11003,12,18.1,9,7,84.9
STU11004,10,11.5,7,4,62.4
STU11005,8,19.4,5,2,59.1
STU11006,16,15.8,1,3,65.9
STU11007,13,16.9,7,12,72.1
STU11008,13,22.2,4,12,80.6
STU11009,14,16.8,3,11,81.4
STU11010,16,15.4,2,11,64.8
STU11011,7,14.6,4,4,74.4
STU11012,7,14.3,2,13,51.0
STU11013,11,16.6,7,14,67.8
STU11014,12,21.8,4,12,60.9
STU11015,13,11.9,5,2,54.7
STU11016,11,11.6,2,12,85.7
STU11017,15,21.4,2,9,56.8
STU11018,12,12.2,0,10,84.2
STU11019,15,16.1,3,8,96.5
STU11020,17,12.0,4,12,59.3
STU11021,15,6.6,5,8,71.6
STU11022,9,16.0,2,4,74.9
STU11023,14,20.6,4,10,86.5
STU11024,10,14.7,2,14,79.7
STU11025,7,7.6,7,10,72.7
STU11026,15,15.5,4,6,71.8
STU11027,12,11.2,3,8,61.8
STU11028,4,1.9,4,14,83.2
STU11029,14,14.6,8,2,79.8
STU11030,13,17.6,3,7,84.0
STU11031,8,20.9,3,11,69.4
STU11032,7,23.8,3,2,76.4
STU11033,10,18.3,7,11,80.8
STU11034,15,19.7,6,7,57.4
STU11035,15,8.6,4,7,87.5
STU11036,16,23.1,3,8,80.0
STU11037,7,21.3,3,8,56.1
STU11038,19,13.2,2,12,56.9
STU11039,18,18.4,3,11,75.4
STU11040,17,17.9,2,13,99.2
STU11041,18,22.4,5,4,70.9
STU11042,10,14.2,4,8,82.3
STU11043,14,11.3,8,12,69.1
STU11044,15,12.6,6,11,72.9
STU11045,12,19.5,5,3,83.8
STU11046,10,5.4,3,13,86.2
STU11047,16,1.0,4,12,63.2
STU11048,12,19.5,4,3,69.9
STU11049,9,16.4,2,2,61.8
STU11050,20,15.1,5,14,76.2
STU11051,16,8.5,3,14,74.3
STU11052,12,6.5,5,3,60.5
STU11053,11,11.8,7,13,72.0
STU11054,9,16.8,2,3,84.5
STU11055,13,12.1,6,13,74.8
STU11056,8,19.5,7,12,60.5
STU11057,13,10.2,1,10,75.9
STU11058,5,12.4,5,4,66.0
STU11059,15,18.5,8,2,74.2
STU11060,10,13.1,6,13,52.3
STU11061,13,13.4,6,3,79.8
STU11062,13,11.8,3,11,83.1
STU11063,12,10.9,2,9,55.9
STU11064,17,16.8,5,11,75.4
STU11065,18,17.4,4,3,62.0
STU11066,17,16.1,4,12,81.4
STU11067,17,11.9,9,12,77.2
STU11068,8,14.0,5,5,86.1
STU11069,16,23.0,4,10,87.8
STU11070,11,7.9,5,10,68.0
STU11071,12,24.4,3,8,73.4
STU11072,7,15.5,3,2,93.6
STU11073,9,14.1,5,11,47.4
STU11074,15,19.8,2,12,57.1
STU11075,15,4.7,6,6,83.8
STU11076,12,21.9,4,6,60.6
STU11077,16,24.3,4,3,91.5
STU11078,17,20.4,3,8,61.7
STU11079,14,4.5,5,14,79.0
STU11080,16,18.8,3,2,75.1
STU11081,12,23.2,3,2,70.7
STU11082,14,22.7,3,13,76.6
STU11083,20,8.0,2,11,75.0
STU11084,17,20.1,8,13,78.7
STU11085,8,24.0,3,2,90.2
STU11086,12,15.1,6,12,80.4
STU11087,14,7.7,3,11,85.6
STU11088,16,19.1,3,8,68.5
STU11089,13,20.3,1,5,54.8
STU11090,7,14.3,4,5,60.9
STU11091,14,9.0,6,10,91.9
STU11092,10,19.9,2,5,95.0
STU11093,9,11.2,5,9,58.6
STU11094,17,17.0,6,2,62.7
STU11095,9,22.8,6,4,68.3
STU11096,10,6.7,3,13,72.0
STU11097,9,19.5,4,2,87.7
STU11098,10,14.0,0,2,83.6
STU11099,16,14.1,3,4,58.2
STU11100,10,17.6,1,5,57.7
STU11101,12,11.1,1,7,55.1
STU11102,11,9.1,4,4,61.8
STU11103,11,6.1,4,9,55.7
STU11104,11,21.2,2,9,81.4
STU11105,16,13.1,2,4,56.5
STU11106,9,17.8,8,4,75.0
STU11107,15,12.6,7,13,55.8
STU11108,11,9.2,3,14,100.0
STU11109,13,18.3,2,7,77.9
STU11110,6,16.6,1,2,82.7
STU11111,9,13.8,2,2,67.9
STU11112,14,16.5,6,12,80.6
STU11113,8,10.2,5,12,67.3
STU11114,10,20.3,8,6,92.7
STU11115,9,21.5,4,11,59.2
STU11116,13,18.8,1,8,71.7
STU11117,6,13.1,2,2,69.3
STU11118,12,15.3,4,3,56.0
STU11119,11,22.8,2,12,83.8
STU11120,12,21.4,3,10,60.7
STU11121,10,25.0,3,2,52.4
STU11122,12,11.1,8,4,80.1
STU11123,9,10.6,0,9,53.9
STU11124,15,15.7,11,3,79.6
STU11125,11,17.0,1,11,84.6
STU11126,16,14.3,3,13,58.9
STU11127,14,13.1,6,13,80.6
STU11128,11,21.3,7,14,59.2
STU11129,16,14.5,2,8,67.3
STU11130,17,8.9,1,14,71.8
STU11131,12,9.5,5,3,57.0
STU11132,9,16.2,5,4,57.6
STU11133,11,30.0,8,11,85.9
STU11134,7,10.1,2,10,46.3
STU11135,10,13.4,5,5,67.8
STU11136,9,27.0,5,13,75.0
STU11137,9,12.6,5,8,78.1
STU11138,12,17.3,4,7,88.9
STU11139,13,24.4,2,8,81.2
STU11140,16,10.2,6,8,75.2
STU11141,18,13.5,3,3,70.3
STU11142,16,12.6,4,2,67.4
STU11143,9,7.4,1,11,68.2
STU11144,13,22.8,2,7,69.0
STU11145,10,12.1,6,8,77.0
STU11146,5,10.6,1,3,66.4
STU11147,13,12.8,2,3,81.6
STU11148,15,19.6,0,10,74.6
STU11149,17,15.6,5,13,59.1
STU11150,7,11.0,6,12,72.2
STU11151,16,17.0,3,6,71.4
STU11152,14,19.1,3,8,68.5
STU11153,7,14.9,5,2,76.7
STU11154,8,13.8,5,5,52.5
STU11155,9,20.1,6,3,67.5
STU11156,4,14.1,4,12,70.4
STU11157,13,23.0,5,14,66.0
STU11158,14,11.2,2,6,75.1
STU11159,6,11.1,5,2,67.3
STU11160,13,10.5,3,11,67.5
STU11161,11,13.8,1,8,70.9
STU11162,10,15.0,7,3,61.4
STU11163,13,8.4,5,4,57.4
STU11164,8,15.5,3,6,95.0
STU11165,14,17.8,3,10,66.0
STU11166,9,7.7,4,11,70.3
STU11167,11,12.4,5,14,85.8
STU11168,12,17.8,6,14,75.7
STU11169,10,9.6,5,5,63.2
STU11170,12,13.4,2,9,50.0
STU11171,8,20.4,3,12,53.9
STU11172,15,24.0,4,9,60.1
STU11173,12,17.2,3,11,66.2
STU11174,14,14.2,5,5,79.0
STU11175,8,12.5,4,12,61.0
STU11176,11,19.6,2,5,60.8
STU11177,15,20.7,1,3,85.2
STU11178,15,9.2,4,9,93.1
STU11179,11,19.6,2,2,77.6
STU11180,15,12.0,4,13,70.1
STU11181,6,10.7,4,13,69.9
STU11182,13,14.2,6,6,60.2
STU11183,9,20.0,3,9,83.7
STU11184,9,16.5,7,7,72.6
STU11185,12,16.4,5,11,60.3
STU11186,8,16.8,2,5,64.7
STU11187,6,17.3,2,10,83.5
STU11188,14,14.4,1,13,62.2
STU11189,12,18.2,4,4,63.9
STU11190,10,11.7,5,10,100.0
STU11191,13,18.3,7,2,62.0
STU11192,15,19.3,0,13,75.5
STU11193,9,18.5,0,5,67.7
STU11194,21,18.8,2,14,100.0
STU11195,8,17.3,3,11,86.6
STU11196,13,20.9,1,14,75.4
STU11197,18,3.6,7,4,61.3
STU11198,17,19.3,5,3,61.2
STU11199,16,24.9,6,14,92.1
STU11200,12,11.9,5,14,55.1
STU11201,8,11.3,5,5,78.3
STU11202,11,21.4,4,14,78.2
STU11203,11,10.4,6,5,98.1
STU11204,10,11.7,5,10,53.7
STU11205,21,15.8,2,11,78.1
STU11206,13,11.0,5,13,78.7
STU11207,14,19.4,4,7,77.9
STU11208,12,11.0,6,7,75.5
STU11209,6,16.8,3,7,89.9
STU11210,11,16.4,4,14,72.4
STU11211,18,23.3,10,7,63.9
STU11212,15,20.8,3,9,53.7
STU11213,8,12.4,5,5,69.9
STU11214,9,8.7,7,2,66.0
STU11215,16,19.2,3,12,83.1
STU11216,13,11.7,3,4,55.7
STU11217,10,13.3,5,9,98.4
STU11218,12,9.7,6,2,72.0
STU11219,15,18.4,0,6,84.7
STU11220,16,11.8,7,3,83.6
STU11221,11,14.8,0,11,60.4
STU11222,18,14.9,7,5,71.2
STU11223,9,15.9,9,4,87.5
STU11224,13,18.3,4,2,81.4
STU11225,13,13.8,4,6,75.6
STU11226,17,11.3,6,10,78.3
STU11227,12,5.7,5,4,64.6
STU11228,13,15.5,3,2,51.9
STU11229,17,14.2,4,2,89.1
STU11230,14,11.4,6,2,64.4
STU11231,7,15.3,2,5,58.4
STU11232,12,19.3,2,6,92.6
STU11233,17,20.6,6,9,75.0
STU11234,6,7.3,3,11,47.7
STU11235,14,13.2,4,14,57.5
STU11236,14,19.8,2,12,73.8
STU11237,9,23.0,2,8,65.0
STU11238,6,10.9,4,11,76.8
STU11239,6,21.9,3,5,68.5
STU11240,11,8.2,5,3,67.0
STU11241,10,20.7,4,3,76.9
STU11242,11,13.6,5,3,56.0
STU11243,14,22.8,2,2,55.1
STU11244,19,12.7,6,12,81.0
STU11245,7,13.5,4,7,73.4
STU11246,9,14.3,3,5,87.4
STU11247,10,7.3,3,4,58.1
STU11248,9,6.2,3,2,73.1
STU11249,11,17.6,4,13,60.0
STU11250,15,19.9,6,8,71.8
STU11251,21,18.0,6,10,88.3
STU11252,19,8.7,1,13,80.6
STU11253,10,17.4,5,5,64.7
STU11254,8,10.0,3,14,72.9
STU11255,15,17.0,2,2,69.4
STU11256,19,20.7,4,4,61.9
STU11257,15,16.8,4,10,64.3
STU11258,8,22.3,3,2,62.5
STU11259,13,14.3,6,2,83.8
STU11260,13,13.9,3,6,69.2
STU11261,12,15.3,3,14,68.9
STU11262,9,8.3,3,6,66.4
STU11263,13,13.0,3,14,95.4
STU11264,11,13.4,5,9,54.8
STU11265,16,13.6,1,2,64.7
STU11266,14,16.3,2,9,71.3
STU11267,9,7.6,5,12,70.3
STU11268,14,9.3,2,3,81.0
STU11269,15,20.7,3,2,100.0
STU11270,14,5.0,9,12,50.7
STU11271,9,18.1,2,9,58.3
STU11272,12,13.1,5,11,72.0
STU11273,6,15.8,3,3,77.1
STU11274,16,22.8,3,6,58.2
STU11275,12,14.3,8,11,75.4
STU11276,12,18.1,2,7,63.4
STU11277,12,15.3,2,4,77.5
STU11278,20,14.5,9,14,72.1
STU11279,15,13.8,3,10,76.2
STU11280,11,18.5,1,10,78.4
STU11281,9,11.3,5,9,79.9
STU11282,8,9.3,2,14,54.1
STU11283,11,15.4,5,8,74.4
STU11284,12,16.0,5,6,83.9
STU11285,8,5.9,7,11,76.8
STU11286,17,14.9,3,3,62.9
STU11287,8,8.9,3,4,71.9
STU11288,8,18.1,8,6,70.7
STU11289,13,6.0,2,9,71.0
STU11290,10,24.6,4,2,68.9
STU11291,12,13.3,7,12,69.7
STU11292,8,10.7,4,2,78.9
STU11293,11,13.6,0,8,52.7
STU11294,14,17.8,2,2,66.1
STU11295,8,19.5,7,4,62.4
STU11296,19,13.6,2,9,81.3
STU11297,13,7.8,4,10,68.2
STU11298,14,8.9,3,6,66.5
STU11299,8,16.4,7,7,68.0
STU11300,14,19.9,2,14,65.6
STU11301,14,20.6,4,9,87.4
STU11302,9,15.8,3,4,70.5
STU11303,8,19.8,3,2,82.1
STU11304,12,24.6,2,10,68.2
STU11305,12,21.0,5,3,88.8
STU11306,20,19.6,5,13,85.7
STU11307,16,11.0,4,12,71.3
STU11308,9,19.8,2,10,79.7
STU11309,14,17.3,1,12,74.6
STU11310,15,18.3,1,3,71.7
STU11311,18,21.3,2,9,68.4
STU11312,13,16.8,4,4,72.6
STU11313,9,14.5,5,14,72.0
STU11314,12,9.7,3,10,63.3
STU11315,17,13.5,2,11,76.6
STU11316,15,16.1,5,14,57.9
STU11317,12,16.4,3,5,74.3
STU11318,13,16.2,4,9,62.1
STU11319,8,19.8,4,5,88.4
STU11320,5,19.3,7,4,80.9
STU11321,14,14.7,5,2,75.6
STU11322,10,10.8,3,5,79.3
STU11323,13,16.9,2,3,79.2
STU11324,14,26.2,5,10,79.9
STU11325,13,16.6,3,3,52.9
STU11326,12,13.5,2,9,65.3
STU11327,17,17.7,6,11,64.5
STU11328,12,18.0,1,11,63.3
STU11329,6,17.9,2,8,91.4
STU11330,13,21.9,7,7,71.6
STU11331,14,16.9,3,5,84.0
STU11332,11,21.6,2,4,70.3
STU11333,15,16.2,5,13,63.5
STU11334,16,22.6,4,13,72.6
STU11335,9,21.0,4,12,67.2
STU11336,7,19.6,6,14,87.3
STU11337,8,18.9,3,11,52.6
STU11338,13,26.5,5,6,82.0
STU11339,12,20.4,5,3,72.9
STU11340,14,10.8,3,14,70.2
STU11341,13,16.2,7,3,70.5
STU11342,12,13.7,3,9,76.8
STU11343,15,25.3,4,4,70.5
STU11344,14,21.3,5,8,83.5
STU11345,11,25.2,5,12,50.5
STU11346,22,11.2,7,7,65.6
STU11347,10,20.5,4,9,61.8
STU11348,10,8.2,6,4,54.5
STU11349,16,7.0,3,2,74.8
STU11350,6,13.0,4,7,89.1
STU11351,10,22.6,5,7,76.9
STU11352,12,10.0,2,9,67.8
STU11353,13,14.9,6,11,81.6
STU11354,12,20.9,2,4,78.3
STU11355,8,19.2,5,14,60.9
STU11356,14,26.1,4,10,64.7
STU11357,7,15.0,4,7,94.0
STU11358,9,12.8,1,2,87.7
STU11359,8,9.5,1,4,76.9
STU11360,15,13.2,3,5,82.5
STU11361,11,9.5,4,4,86.2
STU11362,14,6.0,3,7,87.0
STU11363,10,24.8,2,8,82.8
STU11364,9,15.2,7,13,62.9
STU11365,9,28.0,10,12,74.3
STU11366,9,10.8,2,3,83.2
STU11367,8,12.9,6,14,74.4
STU11368,11,11.1,2,7,70.8
STU11369,18,11.8,2,5,66.5
STU11370,15,19.4,3,13,54.6
STU11371,11,17.8,6,2,64.4
STU11372,15,19.4,3,13,57.3
STU11373,16,21.7,6,3,75.3
STU11374,13,20.5,7,6,65.4
STU11375,17,10.0,5,13,71.8
STU11376,16,12.4,4,10,74.9
STU11377,10,15.6,1,6,75.7
STU11378,7,33.6,4,9,66.1
STU11379,9,18.9,2,13,67.5
STU11380,4,15.5,4,11,72.8
STU11381,10,18.4,4,3,72.8
STU11382,11,12.0,3,6,81.8
STU11383,11,16.3,6,2,73.1
STU11384,12,19.8,1,3,59.2
STU11385,15,14.9,2,12,66.0
STU11386,14,11.2,5,4,63.4
STU11387,8,14.6,7,9,67.5
STU11388,12,13.4,6,13,78.5
STU11389,8,8.2,6,11,80.1
STU11390,19,12.1,2,4,74.4
STU11391,10,8.0,1,13,55.8
STU11392,9,8.8,5,5,63.9
STU11393,11,9.3,5,5,67.2
STU11394,7,19.8,5,10,78.8
STU11395,11,22.4,0,5,54.6
STU11396,11,7.3,6,10,59.0
STU11397,8,22.9,4,12,78.3
STU11398,12,9.4,7,9,76.8
STU11399,14,18.7,4,5,89.4
STU11400,18,16.3,6,4,94.9
STU11401,7,18.2,5,3,60.9
STU11402,22,9.2,7,9,57.5
STU11403,11,5.9,2,9,61.8
STU11404,10,11.0,1,2,100.0
STU11405,13,17.1,6,8,65.1
STU11406,16,24.8,5,9,87.3
STU11407,13,9.9,5,8,87.4
STU11408,10,14.5,4,12,48.6
STU11409,12,11.3,11,13,75.5
STU11410,13,14.9,5,4,73.8
STU11411,9,5.3,7,5,83.5
STU11412,13,22.5,6,6,87.9
STU11413,10,15.1,6,2,83.3
STU11414,12,19.6,2,11,74.8
STU11415,14,13.8,2,4,80.8
STU11416,14,16.0,7,7,42.0
STU11417,10,20.6,4,4,55.6
STU11418,14,15.7,3,6,64.0
STU11419,11,15.8,6,5,75.4
STU11420,12,11.0,7,3,56.8
STU11421,17,12.3,2,5,76.3
STU11422,15,9.9,1,5,85.1
STU11423,10,11.3,3,12,46.9
STU11424,14,21.3,1,4,96.4
STU11425,12,24.0,4,12,59.8
STU11426,12,8.8,0,9,79.7
STU11427,4,17.0,3,7,60.6
STU11428,13,13.4,2,2,74.0
STU11429,9,22.0,2,10,48.5
STU11430,17,15.7,3,4,85.5
STU11431,16,15.0,7,5,55.6
STU11432,12,11.3,3,11,76.7
STU11433,14,7.3,4,11,83.8
STU11434,7,18.8,8,13,65.3
STU11435,12,16.8,1,8,63.4
STU11436,8,16.9,5,6,50.9
STU11437,15,12.0,2,5,74.1
STU11438,13,14.3,8,3,73.8
STU11439,11,19.0,9,6,60.9
STU11440,13,19.9,5,14,71.9
STU11441,13,9.1,3,9,55.1
STU11442,14,11.8,1,3,56.5
STU11443,13,8.1,9,14,80.8
STU11444,9,16.0,4,2,70.1
STU11445,8,19.4,2,12,57.3
STU11446,12,13.6,2,7,85.4
STU11447,14,11.7,6,14,69.8
STU11448,5,13.3,4,14,76.0
STU11449,11,26.5,0,2,77.8
STU11450,9,21.0,2,10,72.1
STU11451,8,18.7,4,9,70.1
STU11452,17,16.6,3,5,85.6
STU11453,14,14.9,2,8,55.4
STU11454,10,10.5,3,11,47.4
STU11455,19,9.7,3,5,63.4
STU11456,14,12.2,3,7,65.1
STU11457,8,10.2,2,11,51.7
STU11458,10,12.0,1,8,77.2
STU11459,10,14.5,6,10,69.5
STU11460,10,14.9,4,12,79.8
STU11461,8,11.9,3,3,70.9
STU11462,14,17.5,5,11,55.5
STU11463,7,14.1,2,9,63.2
STU11464,9,16.1,7,10,73.1
STU11465,14,11.3,0,14,88.6
