student_id,age,gender,socio_economic_tier,distance_from_campus_km,internet_access,parent_education
STU11334,24,Female,High,4.8,High-Speed,High School
STU11335,19,Female,Low,9.3,Limited,Bachelors
STU11336,21,Male,Medium,31.3,High-Speed,High School
STU11337,23,Female,Medium,16.9,High-Speed,Bachelors
STU11338,22,Male,High,5.9,Limited,Masters
STU11339,21,Male,Low,12.7,High-Speed,Bachelors
STU11340,24,Male,Medium,1.3,Limited,Masters
STU11341,25,Male,High,6.8,Limited,High School
STU11342,25,Female,Low,3.1,Moderate,Masters
STU11343,21,Female,High,1.7,High-Speed,Masters
STU11344,18,Female,Low,5.3,Moderate,High School
STU11345,18,Male,Medium,1.3,Moderate,High School
STU11346,18,Male,High,11.4,Moderate,High School
STU11347,20,Male,Medium,5.8,Moderate,Masters
STU11348,18,Other,Medium,7.2,Limited,Masters
STU11349,22,Male,Low,1.5,Moderate,High School
STU11350,21,Female,High,1.4,Limited,Bachelors
STU11351,22,Female,Medium,8.3,High-Speed,High School
STU11352,23,Male,Low,39.9,High-Speed,Bachelors
STU11353,18,Female,Medium,1.0,High-Speed,Doctorate
STU11354,24,Male,Medium,3.2,High-Speed,High School
STU11355,20,Female,Low,19.3,Moderate,Masters
STU11356,23,Female,Low,0.7,High-Speed,Masters
STU11357,24,Male,Low,19.8,Limited,Doctorate
STU11358,20,Male,Medium,7.1,High-Speed,High School
STU11359,25,Female,Medium,5.0,High-Speed,High School
STU11360,23,Female,Medium,3.5,High-Speed,High School
STU11361,25,Male,High,3.3,High-Speed,Bachelors
STU11362,21,Female,High,3.5,High-Speed,Bachelors
STU11363,22,Female,Medium,20.5,High-Speed,High School
STU11364,19,Female,Low,12.2,Moderate,Bachelors
STU11365,22,Male,Medium,10.5,High-Speed,High School
STU11366,18,Female,Medium,15.2,High-Speed,High School
STU11367,25,Female,Medium,2.8,Moderate,Bachelors
STU11368,24,Male,Medium,9.1,High-Speed,High School
STU11369,19,Male,Medium,5.9,High-Speed,High School
STU11370,20,Female,High,14.5,High-Speed,High School
STU11371,25,Male,Low,3.5,High-Speed,Masters
STU11372,21,Female,Medium,9.8,Moderate,Bachelors
STU11373,21,Female,Low,20.3,High-Speed,Bachelors
STU11374,25,Male,High,4.9,Moderate,Bachelors
STU11375,25,Female,Low,0.7,Limited,Bachelors
STU11376,25,Male,Low,6.9,High-Speed,High School
STU11377,20,Female,Medium,4.0,Limited,Bachelors
STU11378,18,Male,Medium,10.6,High-Speed,Bachelors
STU11379,20,Female,Low,28.7,High-Speed,Bachelors
STU11380,23,Male,Medium,6.3,High-Speed,Bachelors
STU11381,24,Male,Medium,6.0,High-Speed,Bachelors
STU11382,25,Female,Low,10.1,Moderate,High School
STU11383,24,Male,Medium,1.0,High-Speed,Masters
STU11384,18,Female,High,2.8,Moderate,High School
STU11385,19,Male,Medium,23.9,Moderate,Masters
STU11386,20,Female,Medium,10.5,High-Speed,High School
STU11387,18,Male,Medium,0.1,Moderate,High School
STU11388,24,Female,Medium,2.2,Limited,Bachelors
STU11389,19,Male,Low,10.9,High-Speed,High School
STU11390,20,Male,Low,13.7,High-Speed,Masters
STU11391,21,Male,High,17.4,High-Speed,Bachelors
STU11392,20,Male,High,3.3,High-Speed,Bachelors
STU11393,22,Female,Medium,25.4,High-Speed,High School
STU11394,20,Male,Low,7.6,High-Speed,High School
STU11395,22,Female,Low,11.3,Moderate,High School
STU11396,19,Male,Medium,8.6,Moderate,Bachelors
STU11397,20,Male,Medium,1.2,High-Speed,Bachelors
STU11398,19,Female,Low,31.3,High-Speed,Bachelors
STU11399,19,Female,High,1.2,High-Speed,Doctorate
STU11400,24,Male,Medium,2.8,High-Speed,Bachelors
STU11401,18,Male,High,16.0,High-Speed,Masters
STU11402,19,Male,Medium,9.2,Limited,High School
STU11403,19,Female,Medium,17.3,High-Speed,High School
STU11404,24,Female,Medium,6.9,High-Speed,High School
STU11405,24,Male,Medium,4.5,High-Speed,High School
STU11406,20,Female,Medium,24.2,Moderate,Bachelors
STU11407,24,Female,Medium,0.4,Moderate,Bachelors
STU11408,20,Female,Medium,18.4,High-Speed,Bachelors
STU11409,21,Female,High,2.5,High-Speed,Bachelors
STU11410,24,Male,Medium,17.9,High-Speed,Doctorate
STU11411,18,Male,Medium,1.4,High-Speed,Masters
STU11412,19,Male,High,8.2,Limited,High School
STU11413,18,Male,Low,20.8,Moderate,High School
STU11414,22,Female,Low,6.1,Moderate,High School
STU11415,25,Female,Medium,13.0,High-Speed,High School
STU11416,24,Male,Medium,15.5,High-Speed,Bachelors
STU11417,19,Male,High,12.7,Moderate,Bachelors
STU11418,18,Male,Medium,24.6,High-Speed,High School
STU11419,24,Female,Medium,5.6,Limited,Bachelors
STU11420,24,Male,Medium,1.8,High-Speed,Bachelors
STU11421,25,Female,Low,0.5,High-Speed,High School
STU11422,21,Male,Medium,2.7,Moderate,High School
STU11423,21,Male,High,1.5,High-Speed,Masters
STU11424,19,Other,Low,7.8,High-Speed,Bachelors
STU11425,22,Female,Medium,1.9,High-Speed,High School
STU11426,21,Male,Medium,0.4,Moderate,High School
STU11427,25,Female,Low,0.3,High-Speed,High School
STU11428,21,Female,Low,16.9,High-Speed,High School
STU11429,22,Female,High,8.5,Moderate,Masters
STU11430,18,Male,Medium,4.2,High-Speed,High School
STU11431,21,Female,Low,21.3,Limited,High School
STU11432,25,Male,Low,0.7,High-Speed,High School
STU11433,20,Female,Medium,37.3,Moderate,Bachelors
STU11434,25,Male,Medium,9.1,High-Speed,High School
STU11435,23,Male,Medium,1.9,Moderate,High School
STU11436,23,Male,Low,10.8,Moderate,Bachelors
STU11437,21,Female,High,13.7,Limited,Bachelors
STU11438,18,Male,Medium,5.3,High-Speed,High School
STU11439,24,Female,Medium,18.8,High-Speed,High School
STU11440,18,Female,Medium,1.6,Moderate,Bachelors
STU11441,25,Male,Medium,3.1,High-Speed,Doctorate
STU11442,19,Female,High,0.9,High-Speed,High School
STU11443,20,Male,High,2.2,Limited,High School
STU11444,18,Female,Medium,2.6,High-Speed,High School
STU11445,22,Male,High,23.7,Limited,Bachelors
STU11446,25,Female,Medium,0.8,High-Speed,Bachelors
STU11447,20,Female,High,5.3,Moderate,Bachelors
STU11448,23,Female,Low,7.2,High-Speed,Bachelors
STU11449,25,Female,Medium,21.8,High-Speed,Masters
STU11450,20,Female,Low,57.7,Limited,Masters
STU11451,22,Female,High,13.3,High-Speed,Bachelors
STU11452,21,Female,Low,33.6,Moderate,Bachelors
STU11453,22,Female,Medium,14.7,Moderate,High School
STU11454,22,Male,Medium,31.4,High-Speed,Bachelors
STU11455,21,Female,Medium,11.7,Limited,Bachelors
STU11456,21,Female,Medium,0.8,High-Speed,Bachelors
STU11457,21,Female,High,4.9,Moderate,High School
STU11458,21,Male,Medium,9.9,High-Speed,Bachelors
STU11459,21,Female,High,4.1,Moderate,Bachelors
STU11460,22,Male,Low,3.0,Moderate,Bachelors
STU11461,19,Female,Medium,8.2,High-Speed,High School
STU11462,19,Male,Medium,25.8,Moderate,Bachelors
STU11463,25,Female,Low,0.3,High-Speed,High School
STU11464,18,Other,Medium,13.9,High-Speed,Masters
STU11465,19,Male,Medium,12.2,High-Speed,Bachelors
STU11466,23,Female,Medium,31.6,High-Speed,High School
STU11467,19,Male,Medium,25.4,High-Speed,High School
STU11468,22,Female,Medium,13.6,High-Speed,Bachelors
STU11469,21,Female,Low,7.0,High-Speed,High School
STU11470,25,Female,Low,2.2,High-Speed,Doctorate
STU11471,21,Female,Medium,7.5,High-Speed,Bachelors
STU11472,24,Female,Low,13.8,Moderate,High School
STU11473,24,Male,Low,21.5,Moderate,Bachelors
STU11474,24,Male,Medium,14.8,High-Speed,High School
STU11475,22,Female,Medium,2.1,Moderate,Masters
STU11476,23,Female,Medium,8.7,Moderate,High School
STU11477,19,Female,Medium,3.8,Moderate,Doctorate
STU11478,22,Female,Medium,0.1,High-Speed,Bachelors
STU11479,18,Male,Medium,2.1,High-Speed,Masters
STU11480,25,Female,Medium,1.1,Moderate,High School
STU11481,21,Male,Medium,17.6,Moderate,High School
STU11482,24,Female,Medium,2.8,High-Speed,Bachelors
STU11483,20,Male,Medium,3.2,High-Speed,Bachelors
STU11484,18,Male,Low,30.6,Moderate,High School
STU11485,24,Male,Medium,4.5,Moderate,High School
STU11486,23,Male,Medium,0.1,Moderate,High School
STU11487,18,Female,High,3.2,High-Speed,Bachelors
STU11488,22,Male,High,1.2,High-Speed,High School
STU11489,19,Male,Medium,1.0,High-Speed,High School
STU11490,21,Male,Low,0.8,High-Speed,High School
STU11491,25,Male,Low,8.5,High-Speed,Bachelors
STU11492,23,Male,Medium,2.0,Moderate,High School
STU11493,23,Male,Medium,4.3,High-Speed,Doctorate
STU11494,20,Female,Low,18.8,Moderate,High School
STU11495,18,Female,Medium,5.2,High-Speed,Masters
STU11496,20,Female,Low,23.5,High-Speed,Bachelors
STU11497,19,Male,High,6.5,High-Speed,High School
STU11498,24,Male,Low,4.8,High-Speed,High School
STU11499,19,Female,High,13.2,Moderate,Bachelors
STU11500,24,Female,High,0.7,High-Speed,Bachelors
STU11501,20,Male,Medium,0.9,High-Speed,Bachelors
STU11502,21,Male,Medium,10.0,High-Speed,High School
STU11503,19,Male,Medium,6.3,High-Speed,Masters
STU11504,20,Male,Medium,14.8,Moderate,Doctorate
STU11505,18,Male,Medium,23.6,High-Speed,Bachelors
STU11506,20,Female,Medium,4.7,Moderate,Bachelors
STU11507,20,Female,Medium,8.6,Moderate,Bachelors
STU11508,22,Female,Medium,6.6,High-Speed,High School
STU11509,19,Female,Medium,38.0,High-Speed,High School
STU11510,25,Female,Low,16.9,Moderate,Bachelors
STU11511,21,Female,Medium,23.1,Moderate,Masters
STU11512,21,Female,Low,2.8,High-Speed,High School
STU11513,22,Male,Low,14.1,High-Speed,Bachelors
STU11514,24,Male,Low,2.9,High-Speed,Masters
STU11515,23,Male,Low,2.2,High-Speed,High School
STU11516,24,Female,Low,27.4,High-Speed,High School
STU11517,21,Female,High,0.2,High-Speed,Bachelors
STU11518,20,Male,Low,32.0,High-Speed,High School
STU11519,22,Female,Medium,1.5,High-Speed,High School
STU11520,18,Male,Low,16.3,High-Speed,High School
STU11521,19,Female,High,3.1,Moderate,High School
STU11522,19,Male,Medium,4.1,High-Speed,Masters
STU11523,25,Male,Medium,2.3,Limited,Bachelors
STU11524,19,Male,Medium,8.4,High-Speed,Bachelors
STU11525,20,Male,Medium,4.1,Moderate,Bachelors
STU11526,18,Male,Medium,10.2,High-Speed,Doctorate
STU11527,22,Male,Low,0.1,Moderate,High School
STU11528,22,Female,High,0.6,High-Speed,High School
STU11529,19,Female,Medium,1.0,High-Speed,Doctorate
STU11530,18,Male,Medium,5.2,Limited,Doctorate
STU11531,18,Female,Medium,16.0,High-Speed,High School
STU11532,18,Female,Medium,20.8,Limited,High School
STU11533,21,Male,High,2.7,High-Speed,Bachelors
STU11534,21,Male,Medium,8.1,High-Speed,High School
STU11535,19,Male,Medium,13.9,High-Speed,Bachelors
STU11536,18,Male,Low,3.2,Moderate,High School
STU11537,23,Female,High,5.0,High-Speed,High School
STU11538,18,Male,Medium,7.1,Limited,Bachelors
STU11539,22,Female,Low,1.4,High-Speed,Doctorate
STU11540,22,Female,Low,0.3,Moderate,Bachelors
STU11541,19,Male,Medium,1.6,High-Speed,High School
STU11542,23,Female,High,9.4,High-Speed,Doctorate
STU11543,18,Male,Low,0.7,High-Speed,Bachelors
STU11544,24,Female,Medium,2.0,High-Speed,High School
STU11545,23,Male,Low,3.9,High-Speed,High School
STU11546,25,Female,Medium,0.8,High-Speed,High School
STU11547,19,Female,Medium,2.0,High-Speed,Bachelors
STU11548,22,Male,High,23.0,High-Speed,Bachelors
STU11549,24,Female,Medium,0.2,High-Speed,High School
STU11550,22,Female,High,10.1,High-Speed,High School
STU11551,21,Female,Medium,4.6,High-Speed,High School
STU11552,19,Female,Low,10.6,Limited,Bachelors
STU11553,19,Female,Medium,8.4,Limited,High School
STU11554,18,Male,Medium,2.4,High-Speed,High School
STU11555,18,Male,High,17.8,Limited,Masters
STU11556,21,Female,High,6.4,Moderate,Bachelors
STU11557,24,Male,Low,16.4,High-Speed,High School
STU11558,25,Female,Low,4.9,High-Speed,Bachelors
STU11559,20,Female,Low,39.7,Limited,High School
STU11560,23,Male,High,14.0,Moderate,Bachelors
STU11561,20,Male,High,32.1,Moderate,Bachelors
STU11562,20,Female,Medium,6.9,Moderate,Bachelors
STU11563,19,Male,Medium,6.1,High-Speed,Bachelors
STU11564,23,Female,Medium,13.4,High-Speed,High School
STU11565,19,Male,Medium,20.2,High-Speed,Bachelors
STU11566,25,Female,Low,31.6,High-Speed,High School
STU11567,23,Male,Medium,3.7,High-Speed,High School
STU11568,22,Female,Low,15.2,High-Speed,Masters
STU11569,19,Male,Low,2.2,High-Speed,Bachelors
STU11570,19,Female,High,7.5,High-Speed,Doctorate
STU11571,19,Male,Medium,1.9,High-Speed,High School
STU11572,24,Female,Medium,4.1,High-Speed,Bachelors
STU11573,21,Female,Medium,25.4,High-Speed,High School
STU11574,19,Male,Medium,1.5,High-Speed,Bachelors
STU11575,25,Male,Medium,9.5,Moderate,High School
STU11576,18,Male,Medium,8.5,Limited,High School
STU11577,18,Female,Medium,1.2,High-Speed,High School
STU11578,23,Female,Medium,3.7,High-Speed,Bachelors
STU11579,22,Female,Low,7.9,Moderate,High School
STU11580,21,Male,Medium,2.0,High-Speed,Masters
STU11581,24,Male,Medium,15.3,Moderate,High School
STU11582,23,Female,Medium,34.0,High-Speed,High School
STU11583,18,Female,Medium,2.3,Moderate,High School
STU11584,21,Other,Medium,2.0,Limited,Doctorate
STU11585,21,Male,Low,5.8,Moderate,High School
STU11586,22,Female,Medium,13.1,High-Speed,High School
STU11587,25,Male,High,3.1,Moderate,Bachelors
STU11588,21,Male,Low,0.2,Moderate,High School
STU11589,19,Female,Medium,7.4,Moderate,Bachelors
STU11590,21,Female,Medium,29.8,High-Speed,High School
STU11591,22,Other,Low,4.7,Moderate,Bachelors
STU11592,23,Male,Medium,5.2,High-Speed,High School
STU11593,22,Male,Medium,33.0,High-Speed,Bachelors
STU11594,24,Female,Medium,11.3,High-Speed,Bachelors
STU11595,22,Female,High,12.1,High-Speed,Bachelors
STU11596,18,Male,Low,7.9,Moderate,Bachelors
STU11597,19,Male,Low,34.9,Moderate,Masters
STU11598,25,Male,High,11.1,High-Speed,High School
STU11599,18,Female,Medium,21.4,Moderate,High School
STU11600,23,Male,Medium,11.4,Limited,Bachelors
STU11601,20,Male,Medium,12.6,High-Speed,Bachelors
STU11602,23,Male,Medium,3.3,High-Speed,High School
STU11603,19,Male,Medium,3.4,High-Speed,Bachelors
STU11604,21,Male,Low,14.5,High-Speed,High School
STU11605,22,Female,Low,3.3,High-Speed,Bachelors
STU11606,20,Male,Low,7.9,High-Speed,Masters
STU11607,19,Female,High,2.7,High-Speed,Bachelors
STU11608,18,Male,Low,16.1,Limited,High School
STU11609,22,Female,Medium,1.1,Moderate,Bachelors
STU11610,23,Female,High,16.8,High-Speed,Bachelors
STU11611,18,Female,Medium,8.8,High-Speed,High School
STU11612,19,Female,Medium,2.0,High-Speed,Bachelors
STU11613,19,Male,Medium,7.4,High-Speed,Doctorate
STU11614,23,Male,Medium,3.2,High-Speed,High School
STU11615,20,Female,Medium,3.7,High-Speed,High School
STU11616,23,Other,Medium,4.1,High-Speed,High School
STU11617,21,Female,High,0.6,High-Speed,Bachelors
STU11618,18,Female,High,40.5,High-Speed,Masters
STU11619,20,Female,High,0.3,Moderate,Bachelors
STU11620,22,Male,High,10.3,High-Speed,High School
STU11621,24,Male,Medium,4.4,High-Speed,Bachelors
STU11622,21,Female,Medium,9.9,High-Speed,Bachelors
STU11623,20,Female,High,4.2,Limited,Bachelors
STU11624,24,Male,Medium,10.6,Moderate,High School
STU11625,24,Female,High,12.4,High-Speed,Bachelors
STU11626,18,Male,Medium,11.1,Limited,Bachelors
STU11627,19,Female,Medium,1.1,High-Speed,High School
STU11628,22,Male,Medium,10.2,Limited,Bachelors
STU11629,23,Male,High,3.1,High-Speed,Doctorate
STU11630,18,Female,Low,0.3,High-Speed,High School
STU11631,21,Male,Medium,5.1,Moderate,Doctorate
STU11632,25,Female,Medium,5.4,High-Speed,High School
STU11633,24,Female,Low,6.0,Moderate,Bachelors
STU11634,21,Female,Medium,11.6,High-Speed,High School
STU11635,24,Male,Medium,3.5,Moderate,High School
STU11636,19,Male,Medium,3.6,High-Speed,Bachelors
STU11637,25,Male,Medium,0.6,High-Speed,Bachelors
STU11638,19,Other,Medium,11.0,Limited,Bachelors
STU11639,22,Female,Medium,8.0,Moderate,Bachelors
STU11640,23,Female,Medium,4.1,Limited,Bachelors
STU11641,22,Female,Low,11.6,Moderate,Masters
STU11642,19,Female,High,7.3,Moderate,Bachelors
STU11643,19,Female,Medium,6.0,High-Speed,High School
STU11644,21,Male,Medium,6.8,High-Speed,High School
STU11645,19,Female,Medium,9.6,High-Speed,High School
STU11646,25,Male,Medium,10.2,High-Speed,Bachelors
STU11647,25,Female,Medium,3.2,Moderate,High School
STU11648,20,Female,Medium,1.4,High-Speed,High School
STU11649,24,Female,Medium,1.6,Limited,High School
STU11650,18,Male,Medium,9.7,High-Speed,Bachelors
STU11651,19,Male,Medium,19.6,Moderate,High School
STU11652,22,Male,Low,5.0,High-Speed,High School
STU11653,23,Male,Medium,1.8,High-Speed,Bachelors
STU11654,24,Male,Low,13.4,Limited,Bachelors
STU11655,24,Female,Low,17.0,High-Speed,High School
STU11656,23,Female,High,20.2,High-Speed,Bachelors
STU11657,23,Male,Medium,8.9,High-Speed,High School
STU11658,24,Male,Medium,18.7,High-Speed,Masters
STU11659,20,Male,Medium,0.1,High-Speed,High School
STU11660,22,Female,High,1.1,Moderate,Doctorate
STU11661,20,Female,Medium,0.9,High-Speed,Doctorate
STU11662,19,Female,Medium,11.8,High-Speed,Bachelors
STU11663,18,Female,Medium,0.7,High-Speed,High School
STU11664,23,Other,High,6.5,Moderate,Bachelors
STU11665,25,Female,High,6.1,Moderate,High School
STU11666,22,Male,High,3.5,High-Speed,Masters
STU11667,23,Female,Low,19.4,High-Speed,Bachelors
STU11668,20,Male,Low,1.8,High-Speed,Doctorate
STU11669,21,Female,Low,4.1,Moderate,Bachelors
STU11670,19,Male,Low,14.1,Moderate,Bachelors
STU11671,18,Female,High,0.3,Limited,Bachelors
STU11672,19,Female,Low,10.6,High-Speed,High School
STU11673,21,Female,Low,16.1,High-Speed,Bachelors
STU11674,18,Female,Low,25.6,High-Speed,Bachelors
STU11675,21,Male,Low,19.9,High-Speed,Masters
STU11676,19,Male,Low,3.7,High-Speed,Bachelors
STU11677,20,Male,Medium,8.4,High-Speed,Masters
STU11678,24,Male,Medium,0.8,Moderate,Masters
STU11679,19,Female,Low,2.8,High-Speed,Bachelors
STU11680,19,Male,Medium,0.9,Moderate,High School
STU11681,19,Female,Medium,3.6,High-Speed,Bachelors
STU11682,22,Female,Low,19.8,Limited,Bachelors
STU11683,21,Female,Medium,4.1,Limited,High School
STU11684,25,Male,Medium,7.8,Limited,High School
STU11685,21,Female,Medium,5.4,Moderate,Doctorate
STU11686,23,Female,Medium,5.8,Moderate,High School
STU11687,21,Male,Low,33.2,High-Speed,Bachelors
STU11688,23,Female,High,3.3,High-Speed,Masters
STU11689,22,Female,High,9.4,Moderate,Bachelors
STU11690,20,Male,High,5.2,Moderate,Bachelors
STU11691,23,Female,Low,0.6,Limited,Bachelors
STU11692,19,Male,High,6.4,High-Speed,Bachelors
STU11693,20,Male,High,15.9,High-Speed,High School
STU11694,24,Male,High,1.0,Moderate,Doctorate
STU11695,22,Male,Low,0.7,Limited,Bachelors
STU11696,21,Male,Medium,1.6,High-Speed,Bachelors
STU11697,23,Male,High,13.7,High-Speed,Bachelors
STU11698,25,Female,Medium,12.2,High-Speed,High School
STU11699,19,Female,Medium,7.9,High-Speed,Doctorate
STU11700,18,Female,High,6.0,High-Speed,Bachelors
STU11701,24,Male,Medium,20.8,High-Speed,High School
STU11702,18,Male,Medium,13.8,Moderate,Doctorate
STU11703,20,Female,Medium,15.9,High-Speed,Bachelors
STU11704,21,Male,High,15.9,High-Speed,Bachelors
STU11705,25,Male,Low,9.8,Moderate,Bachelors
STU11706,18,Female,Medium,5.8,Limited,High School
STU11707,20,Male,Medium,19.0,Limited,Bachelors
STU11708,22,Female,Medium,24.7,High-Speed,High School
STU11709,20,Female,Medium,0.2,Limited,Bachelors
STU11710,24,Male,High,0.5,High-Speed,Bachelors
STU11711,25,Male,High,30.3,Moderate,Masters
STU11712,25,Female,Low,3.1,Moderate,Bachelors
STU11713,20,Male,Medium,19.6,High-Speed,High School
STU11714,24,Male,Low,4.7,High-Speed,Masters
STU11715,20,Other,Medium,1.2,High-Speed,Bachelors
STU11716,25,Male,Medium,0.8,Moderate,Bachelors
STU11717,25,Female,High,1.6,High-Speed,High School
STU11718,19,Other,High,2.7,Moderate,Masters
STU11719,20,Male,Low,6.4,High-Speed,Masters
STU11720,23,Male,Low,11.5,High-Speed,Bachelors
STU11721,20,Male,Medium,40.8,Limited,Masters
STU11722,25,Male,Medium,5.5,Moderate,High School
STU11723,19,Male,Low,6.9,Limited,Masters
STU11724,19,Female,High,7.0,High-Speed,Bachelors
STU11725,22,Male,High,7.4,High-Speed,High School
STU11726,24,Female,Medium,6.9,High-Speed,Bachelors
STU11727,21,Other,High,0.1,High-Speed,Bachelors
STU11728,18,Female,Medium,0.0,High-Speed,High School
STU11729,18,Female,Medium,1.0,Moderate,High School
STU11730,20,Male,Medium,1.0,High-Speed,High School
STU11731,22,Female,Low,11.6,High-Speed,High School
STU11732,20,Female,High,2.2,High-Speed,High School
STU11733,18,Male,Medium,21.4,High-Speed,High School
STU11734,24,Male,Medium,25.1,Moderate,High School
STU11735,25,Female,Medium,35.4,High-Speed,Doctorate
STU11736,24,Male,Low,26.6,High-Speed,Bachelors
STU11737,24,Male,Low,3.0,High-Speed,High School
STU11738,19,Male,Medium,6.8,Limited,Doctorate
STU11739,25,Male,Medium,1.8,Limited,Bachelors
STU11740,21,Female,Medium,15.6,Moderate,Bachelors
STU11741,25,Female,Medium,20.8,High-Speed,Bachelors
STU11742,22,Female,Medium,18.1,High-Speed,Bachelors
STU11743,19,Male,Medium,5.4,Moderate,High School
STU11744,21,Male,Medium,13.5,Limited,High School
STU11745,22,Male,High,1.0,Limited,Bachelors
STU11746,22,Male,Medium,0.4,Moderate,Bachelors
STU11747,18,Male,Medium,13.3,High-Speed,Bachelors
STU11748,19,Female,Low,5.3,Limited,High School
STU11749,22,Male,Medium,51.4,Moderate,Bachelors
STU11750,23,Female,Low,1.0,Moderate,Bachelors
STU11751,24,Male,Medium,18.4,High-Speed,Doctorate
STU11752,22,Male,Low,6.2,High-Speed,High School
STU11753,21,Male,Medium,16.7,High-Speed,Masters
STU11754,18,Female,Medium,16.1,High-Speed,Masters
STU11755,20,Female,Medium,23.5,High-Speed,Bachelors
STU11756,24,Female,Low,3.4,Moderate,Bachelors
STU11757,18,Male,Low,28.4,High-Speed,High School
STU11758,20,Male,Medium,1.6,High-Speed,Doctorate
STU11759,19,Female,Low,0.8,High-Speed,High School
STU11760,19,Male,Medium,5.4,High-Speed,Bachelors
STU11761,22,Female,Medium,16.7,Limited,High School
STU11762,23,Male,Medium,6.1,High-Speed,Bachelors
STU11763,19,Male,Medium,16.8,High-Speed,Bachelors
STU11764,25,Male,High,12.4,Limited,Masters
STU11765,22,Male,Low,2.2,Moderate,Bachelors
STU11766,24,Female,Low,28.2,High-Speed,Doctorate
STU11767,18,Male,Low,0.6,Moderate,Bachelors
STU11768,19,Male,Low,21.7,Moderate,High School
STU11769,25,Male,Low,3.4,Moderate,High School
STU11770,18,Male,Medium,6.6,High-Speed,Bachelors
STU11771,18,Female,Medium,5.2,Limited,High School
STU11772,23,Female,Medium,1.8,High-Speed,Bachelors
STU11773,19,Female,Medium,4.2,High-Speed,High School
STU11774,18,Female,Medium,2.0,High-Speed,Bachelors
STU11775,23,Male,Medium,2.2,High-Speed,Bachelors
STU11776,23,Female,Low,2.0,Limited,Bachelors
STU11777,19,Male,Medium,6.4,High-Speed,High School
STU11778,23,Male,Low,15.2,High-Speed,High School
STU11779,19,Female,Low,8.0,High-Speed,High School
STU11780,25,Male,Medium,21.3,High-Speed,High School
STU11781,19,Female,High,9.6,Limited,Bachelors
STU11782,20,Male,Medium,11.1,High-Speed,Bachelors
STU11783,18,Female,Low,10.5,Moderate,High School
STU11784,25,Female,High,5.7,Moderate,Bachelors
STU11785,21,Female,Medium,11.1,Moderate,Bachelors
STU11786,19,Female,Medium,0.7,Moderate,High School
STU11787,18,Female,High,18.7,High-Speed,Bachelors
STU11788,24,Male,Medium,14.3,Moderate,High School
STU11789,23,Female,Low,2.7,Moderate,Bachelors
STU11790,22,Male,Medium,13.9,Moderate,Bachelors
STU11791,19,Female,Medium,0.1,Limited,High School
STU11792,23,Female,Medium,2.3,Moderate,Bachelors
STU11793,23,Female,Medium,0.6,Moderate,Bachelors
STU11794,23,Male,High,14.4,Limited,High School
STU11795,23,Male,High,13.4,High-Speed,Bachelors
STU11796,23,Female,High,16.0,High-Speed,Bachelors
STU11797,19,Male,High,0.0,High-Speed,Bachelors
STU11798,24,Male,High,6.6,High-Speed,Bachelors
STU11799,21,Male,Low,11.6,Moderate,Masters
STU11800,20,Female,Low,1.6,Moderate,Doctorate
STU11801,23,Female,Medium,10.0,Moderate,Bachelors
STU11802,23,Male,High,0.8,Limited,Masters
STU11803,20,Male,Medium,1.9,High-Speed,High School
STU11804,24,Male,Medium,6.1,Moderate,Bachelors
STU11805,25,Female,Low,10.1,High-Speed,High School
STU11806,24,Female,Low,1.5,High-Speed,High School
STU11807,25,Male,Medium,1.9,High-Speed,Bachelors
STU11808,19,Male,Low,2.2,Moderate,Bachelors
STU11809,18,Male,Medium,2.6,High-Speed,Bachelors
STU11810,22,Female,Low,2.4,Moderate,Bachelors
STU11811,22,Female,Medium,4.8,High-Speed,Bachelors
STU11812,18,Male,Medium,10.1,High-Speed,Bachelors
STU11813,19,Male,Medium,5.5,High-Speed,High School
STU11814,22,Male,Medium,14.2,High-Speed,High School
STU11815,24,Female,Low,12.1,Limited,High School
STU11816,20,Male,High,1.3,High-Speed,Bachelors
STU11817,18,Female,Medium,0.5,Limited,High School
STU11818,24,Female,Medium,20.0,Limited,High School
STU11819,21,Male,Medium,0.8,Limited,Bachelors
STU11820,19,Male,Low,1.5,High-Speed,Bachelors
STU11821,18,Male,High,0.2,Limited,Bachelors
STU11822,22,Female,Medium,9.4,High-Speed,High School
STU11823,19,Female,Medium,8.3,High-Speed,Bachelors
STU11824,20,Female,Low,41.2,High-Speed,Bachelors
STU11825,19,Female,High,20.7,Limited,Masters
STU11826,19,Male,Medium,5.0,High-Speed,Bachelors
STU11827,20,Female,Low,4.4,High-Speed,High School
STU11828,23,Female,Medium,3.3,High-Speed,Bachelors
STU11829,20,Male,High,1.6,High-Speed,High School
STU11830,24,Female,Medium,1.4,High-Speed,High School
STU11831,19,Female,Medium,1.3,Moderate,High School
STU11832,25,Female,Medium,1.2,High-Speed,Bachelors
STU11833,20,Female,Medium,2.6,Limited,Bachelors
STU11834,23,Female,Medium,3.5,Moderate,Bachelors
STU11835,24,Female,Low,31.0,Limited,Bachelors
STU11836,25,Male,Medium,8.2,High-Speed,High School
STU11837,25,Male,High,41.7,Moderate,Bachelors
STU11838,18,Female,Medium,4.4,High-Speed,Bachelors
STU11839,20,Male,Medium,5.8,High-Speed,Bachelors
STU11840,20,Male,Medium,3.7,Moderate,Bachelors
STU11841,19,Male,Medium,1.9,Moderate,High School
STU11842,24,Male,High,1.5,Moderate,Bachelors
